,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.642E+00,7.788E+01,3.681E+02,2.954E+00,5.242E+01,5.059E+02,3.353E+00,3.768E+01,6.411E+02,3.895E+00,2.757E+01,7.801E+02,4.720E+00,1.984E+01,9.251E+02
gammam,4.908E+00,1.882E+01,9.143E+02,3.960E+00,2.689E+01,7.745E+02,3.366E+00,3.746E+01,6.381E+02,2.940E+00,5.309E+01,5.030E+02,2.611E+00,8.098E+01,3.620E+02
gammamRNA,4.855E+00,1.899E+01,9.432E+02,3.967E+00,2.664E+01,7.955E+02,3.398E+00,3.656E+01,6.542E+02,2.984E+00,5.092E+01,5.170E+02,2.662E+00,7.543E+01,3.781E+02
gammad,3.167E+00,3.566E+01,1.289E+03,3.163E+00,3.593E+01,1.250E+03,3.155E+00,3.661E+01,1.162E+03,3.136E+00,3.836E+01,9.825E+02,3.090E+00,4.343E+01,6.765E+02
alphaass,2.770E+00,7.041E+01,3.991E+02,3.082E+00,4.636E+01,5.544E+02,3.486E+00,3.273E+01,7.065E+02,4.048E+00,2.353E+01,8.609E+02,4.955E+00,1.651E+01,1.020E+03
alphadiss,5.206E+00,1.531E+01,1.050E+03,4.176E+00,2.215E+01,8.891E+02,3.569E+00,3.090E+01,7.330E+02,3.142E+00,4.361E+01,5.799E+02,2.816E+00,6.525E+01,4.249E+02
phi0,2.673E+00,7.412E+01,3.837E+02,3.017E+00,4.934E+01,5.294E+02,3.467E+00,3.494E+01,6.741E+02,4.107E+00,2.502E+01,8.237E+02,5.174E+00,1.728E+01,9.809E+02
fm,3.071E+00,4.712E+01,5.469E+02,3.092E+00,4.670E+01,5.480E+02,3.153E+00,4.555E+01,5.511E+02,3.330E+00,4.249E+01,5.594E+02,3.936E+00,3.458E+01,5.814E+02
fd,2.748E+00,1.122E+02,2.611E+02,2.843E+00,7.637E+01,3.685E+02,2.951E+00,5.840E+01,4.617E+02,3.072E+00,4.661E+01,5.525E+02,3.212E+00,3.804E+01,6.438E+02
Km,4.623E+00,1.414E+01,1.227E+03,3.965E+00,1.953E+01,1.032E+03,3.532E+00,2.686E+01,8.394E+02,3.208E+00,3.813E+01,6.485E+02,2.949E+00,5.883E+01,4.552E+02
Kd,2.859E+00,7.100E+01,4.095E+02,3.101E+00,4.463E+01,5.674E+02,3.426E+00,3.021E+01,7.167E+02,3.903E+00,2.078E+01,8.638E+02,4.753E+00,1.377E+01,1.011E+03
kbm,3.064E+00,4.726E+01,5.465E+02,3.064E+00,4.726E+01,5.465E+02,3.064E+00,4.726E+01,5.465E+02,3.064E+00,4.726E+01,5.465E+02,3.064E+00,4.726E+01,5.465E+02
kbd,3.064E+00,4.726E+01,5.465E+02,3.064E+00,4.726E+01,5.465E+02,3.064E+00,4.726E+01,5.465E+02,3.064E+00,4.726E+01,5.465E+02,3.064E+00,4.726E+01,5.465E+02
