,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,6.353E-01,6.196E+01,3.505E+02,7.988E-01,3.942E+01,5.095E+02,1.027E+00,2.665E+01,6.807E+02,1.371E+00,1.807E+01,8.731E+02,1.976E+00,1.163E+01,1.092E+03
gammam,2.057E+00,1.120E+01,1.054E+03,1.405E+00,1.764E+01,8.600E+02,1.044E+00,2.613E+01,6.828E+02,8.068E-01,3.867E+01,5.197E+02,6.385E-01,6.039E+01,3.648E+02
gammamRNA,1.958E+00,1.174E+01,1.087E+03,1.372E+00,1.805E+01,8.736E+02,1.034E+00,2.640E+01,6.853E+02,8.079E-01,3.866E+01,5.172E+02,6.452E-01,5.976E+01,3.616E+02
gammad,8.837E-01,3.173E+01,7.000E+02,8.817E-01,3.231E+01,6.583E+02,8.778E-01,3.355E+01,5.860E+02,8.702E-01,3.632E+01,4.734E+02,8.554E-01,4.363E+01,3.210E+02
alphaass,6.517E-01,6.034E+01,3.631E+02,8.141E-01,3.836E+01,5.222E+02,1.040E+00,2.598E+01,6.873E+02,1.376E+00,1.770E+01,8.649E+02,1.960E+00,1.150E+01,1.057E+03
alphadiss,2.024E+00,1.107E+01,1.072E+03,1.410E+00,1.715E+01,8.796E+02,1.062E+00,2.518E+01,7.015E+02,8.305E-01,3.705E+01,5.359E+02,6.643E-01,5.765E+01,3.774E+02
phi0,6.536E-01,5.804E+01,3.708E+02,8.166E-01,3.797E+01,5.246E+02,1.043E+00,2.609E+01,6.909E+02,1.380E+00,1.793E+01,8.771E+02,1.961E+00,1.172E+01,1.088E+03
fm,8.770E-01,3.380E+01,5.733E+02,8.777E-01,3.377E+01,5.734E+02,8.815E-01,3.359E+01,5.740E+02,9.021E-01,3.263E+01,5.773E+02,1.029E+00,2.777E+01,5.948E+02
fd,8.442E-01,4.765E+01,4.276E+02,9.037E-01,2.732E+01,6.824E+02,9.874E-01,1.689E+01,9.872E+02,1.115E+00,1.057E+01,1.362E+03,1.348E+00,6.353E+00,1.824E+03
Km,9.145E-01,2.521E+01,7.380E+02,9.140E-01,2.530E+01,7.358E+02,9.121E-01,2.563E+01,7.278E+02,9.052E-01,2.693E+01,6.979E+02,8.806E-01,3.274E+01,5.895E+02
Kd,8.081E-01,6.746E+01,4.450E+02,8.642E-01,3.745E+01,5.557E+02,9.444E-01,2.203E+01,6.408E+02,1.070E+00,1.301E+01,7.100E+02,1.303E+00,7.328E+00,7.675E+02
kbm,8.771E-01,3.380E+01,5.733E+02,8.771E-01,3.380E+01,5.733E+02,8.771E-01,3.380E+01,5.733E+02,8.771E-01,3.380E+01,5.733E+02,8.771E-01,3.380E+01,5.733E+02
kbd,8.771E-01,3.380E+01,5.733E+02,8.771E-01,3.380E+01,5.733E+02,8.771E-01,3.380E+01,5.733E+02,8.771E-01,3.380E+01,5.733E+02,8.771E-01,3.380E+01,5.733E+02
