,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,6.743E-01,6.161E+01,3.531E+02,8.444E-01,4.057E+01,4.955E+02,1.080E+00,2.808E+01,6.474E+02,1.430E+00,1.945E+01,8.157E+02,2.026E+00,1.286E+01,1.005E+03
gammam,2.139E+00,1.225E+01,9.621E+02,1.460E+00,1.914E+01,7.930E+02,1.081E+00,2.820E+01,6.360E+02,8.319E-01,4.150E+01,4.890E+02,6.553E-01,6.457E+01,3.461E+02
gammamRNA,2.101E+00,1.234E+01,1.023E+03,1.451E+00,1.910E+01,8.242E+02,1.082E+00,2.801E+01,6.485E+02,8.379E-01,4.109E+01,4.908E+02,6.637E-01,6.382E+01,3.426E+02
gammad,8.796E-01,3.872E+01,4.934E+02,8.749E-01,4.076E+01,4.375E+02,8.687E-01,4.391E+01,3.739E+02,8.604E-01,4.917E+01,3.034E+02,8.495E-01,5.944E+01,2.252E+02
alphaass,6.589E-01,6.388E+01,3.490E+02,8.350E-01,4.126E+01,4.911E+02,1.083E+00,2.812E+01,6.373E+02,1.459E+00,1.915E+01,7.934E+02,2.127E+00,1.231E+01,9.615E+02
alphadiss,2.079E+00,1.264E+01,9.524E+02,1.444E+00,1.939E+01,7.884E+02,1.079E+00,2.824E+01,6.356E+02,8.369E-01,4.111E+01,4.923E+02,6.632E-01,6.297E+01,3.532E+02
phi0,6.714E-01,6.219E+01,3.503E+02,8.450E-01,4.053E+01,4.960E+02,1.087E+00,2.782E+01,6.514E+02,1.451E+00,1.910E+01,8.242E+02,2.086E+00,1.244E+01,1.019E+03
fm,8.759E-01,3.818E+01,5.214E+02,8.759E-01,3.818E+01,5.214E+02,8.761E-01,3.817E+01,5.214E+02,8.772E-01,3.811E+01,5.216E+02,8.845E-01,3.771E+01,5.228E+02
fd,8.624E-01,4.647E+01,4.390E+02,9.217E-01,2.734E+01,6.806E+02,1.005E+00,1.714E+01,9.682E+02,1.133E+00,1.082E+01,1.319E+03,1.363E+00,6.556E+00,1.750E+03
Km,8.768E-01,3.792E+01,5.244E+02,8.778E-01,3.791E+01,5.240E+02,8.830E-01,3.784E+01,5.218E+02,9.116E-01,3.749E+01,5.102E+02,1.091E+00,3.541E+01,4.510E+02
Kd,8.183E-01,7.316E+01,4.189E+02,8.736E-01,4.048E+01,5.129E+02,9.534E-01,2.365E+01,5.819E+02,1.079E+00,1.383E+01,6.360E+02,1.315E+00,7.683E+00,6.797E+02
kbm,8.817E-01,3.786E+01,5.224E+02,8.817E-01,3.786E+01,5.224E+02,8.817E-01,3.786E+01,5.224E+02,8.817E-01,3.786E+01,5.224E+02,8.817E-01,3.786E+01,5.224E+02
kbd,8.817E-01,3.786E+01,5.224E+02,8.817E-01,3.786E+01,5.224E+02,8.817E-01,3.786E+01,5.224E+02,8.817E-01,3.786E+01,5.224E+02,8.817E-01,3.786E+01,5.224E+02
