,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,4.248E-01,5.041E+01,2.954E+02,5.441E-01,3.210E+01,4.237E+02,7.129E-01,2.160E+01,5.610E+02,9.703E-01,1.454E+01,7.141E+02,1.427E+00,9.258E+00,8.872E+02
gammam,1.423E+00,9.435E+00,8.211E+02,9.579E-01,1.488E+01,6.852E+02,6.980E-01,2.217E+01,5.556E+02,5.286E-01,3.297E+01,4.313E+02,4.096E-01,5.164E+01,3.087E+02
gammamRNA,1.445E+00,9.133E+00,8.921E+02,9.777E-01,1.440E+01,7.178E+02,7.167E-01,2.145E+01,5.637E+02,5.462E-01,3.190E+01,4.256E+02,4.260E-01,5.012E+01,2.968E+02
gammad,7.532E-01,1.921E+01,6.976E+02,7.474E-01,2.020E+01,5.921E+02,7.387E-01,2.190E+01,4.742E+02,7.260E-01,2.505E+01,3.510E+02,7.075E-01,3.196E+01,2.287E+02
alphaass,4.103E-01,5.175E+01,3.077E+02,5.293E-01,3.297E+01,4.310E+02,6.988E-01,2.215E+01,5.558E+02,9.586E-01,1.486E+01,6.861E+02,1.423E+00,9.421E+00,8.226E+02
alphadiss,1.421E+00,9.437E+00,8.221E+02,9.546E-01,1.494E+01,6.845E+02,6.945E-01,2.233E+01,5.532E+02,5.251E-01,3.338E+01,4.273E+02,4.063E-01,5.280E+01,3.028E+02
phi0,4.257E-01,5.020E+01,2.965E+02,5.464E-01,3.188E+01,4.258E+02,7.180E-01,2.140E+01,5.646E+02,9.812E-01,1.434E+01,7.195E+02,1.455E+00,9.061E+00,8.949E+02
fm,7.408E-01,2.048E+01,5.837E+02,7.409E-01,2.048E+01,5.837E+02,7.412E-01,2.047E+01,5.837E+02,7.434E-01,2.040E+01,5.840E+02,7.587E-01,1.992E+01,5.859E+02
fd,6.839E-01,4.064E+01,3.363E+02,7.317E-01,2.310E+01,5.300E+02,7.998E-01,1.415E+01,7.562E+02,9.055E-01,8.746E+00,1.029E+03,1.102E+00,5.158E+00,1.359E+03
Km,7.425E-01,2.023E+01,5.898E+02,7.432E-01,2.024E+01,5.889E+02,7.466E-01,2.029E+01,5.848E+02,7.637E-01,2.051E+01,5.649E+02,8.564E-01,2.182E+01,4.715E+02
Kd,6.422E-01,6.504E+01,4.228E+02,6.853E-01,3.521E+01,5.167E+02,7.482E-01,2.009E+01,5.855E+02,8.487E-01,1.146E+01,6.393E+02,1.042E+00,6.175E+00,6.824E+02
kbm,7.469E-01,2.029E+01,5.845E+02,7.469E-01,2.029E+01,5.845E+02,7.469E-01,2.029E+01,5.845E+02,7.469E-01,2.029E+01,5.845E+02,7.469E-01,2.029E+01,5.845E+02
kbd,7.469E-01,2.029E+01,5.845E+02,7.469E-01,2.029E+01,5.845E+02,7.469E-01,2.029E+01,5.845E+02,7.469E-01,2.029E+01,5.845E+02,7.469E-01,2.029E+01,5.845E+02
