,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,3.353E-01,5.552E+01,4.203E+02,4.358E-01,3.345E+01,6.488E+02,5.798E-01,2.158E+01,9.126E+02,8.025E-01,1.400E+01,1.226E+03,1.206E+00,8.587E+00,1.603E+03
gammam,1.235E+00,8.422E+00,1.513E+03,8.496E-01,1.312E+01,1.220E+03,6.292E-01,1.937E+01,9.609E+02,4.832E-01,2.838E+01,7.318E+02,3.795E-01,4.285E+01,5.275E+02
gammamRNA,1.206E+00,8.587E+00,1.603E+03,8.019E-01,1.401E+01,1.226E+03,5.791E-01,2.162E+01,9.114E+02,4.350E-01,3.354E+01,6.473E+02,3.346E-01,5.578E+01,4.185E+02
gammad,3.826E-01,4.234E+01,5.290E+02,3.751E-01,4.508E+01,4.806E+02,3.655E-01,4.925E+01,4.223E+02,3.534E-01,5.608E+01,3.533E+02,3.383E-01,6.907E+01,2.711E+02
alphaass,3.529E-01,5.063E+01,4.570E+02,4.534E-01,3.051E+01,6.957E+02,5.964E-01,1.976E+01,9.595E+02,8.155E-01,1.291E+01,1.257E+03,1.208E+00,8.012E+00,1.591E+03
alphadiss,1.225E+00,7.889E+00,1.601E+03,8.252E-01,1.271E+01,1.267E+03,6.012E-01,1.953E+01,9.672E+02,4.546E-01,3.038E+01,6.981E+02,3.514E-01,5.117E+01,4.528E+02
phi0,3.350E-01,5.564E+01,4.195E+02,4.343E-01,3.364E+01,6.458E+02,5.761E-01,2.178E+01,9.066E+02,7.941E-01,1.418E+01,1.216E+03,1.184E+00,8.770E+00,1.587E+03
fm,3.832E-01,4.203E+01,5.365E+02,3.836E-01,4.198E+01,5.367E+02,3.856E-01,4.168E+01,5.377E+02,3.969E-01,4.011E+01,5.428E+02,4.673E-01,3.248E+01,5.694E+02
fd,3.771E-01,5.535E+01,4.167E+02,3.879E-01,3.638E+01,6.101E+02,4.007E-01,2.567E+01,8.279E+02,4.160E-01,1.873E+01,1.080E+03,4.347E-01,1.391E+01,1.375E+03
Km,4.030E-01,2.395E+01,8.964E+02,4.030E-01,2.396E+01,8.961E+02,4.028E-01,2.403E+01,8.939E+02,4.021E-01,2.447E+01,8.794E+02,3.970E-01,2.771E+01,7.860E+02
Kd,3.767E-01,5.319E+01,4.857E+02,4.015E-01,2.661E+01,6.295E+02,4.380E-01,1.433E+01,7.404E+02,4.967E-01,7.790E+00,8.299E+02,6.101E-01,4.027E+00,9.032E+02
kbm,3.837E-01,4.195E+01,5.368E+02,3.837E-01,4.195E+01,5.368E+02,3.837E-01,4.195E+01,5.368E+02,3.837E-01,4.195E+01,5.368E+02,3.837E-01,4.195E+01,5.368E+02
kbd,3.837E-01,4.195E+01,5.368E+02,3.837E-01,4.195E+01,5.368E+02,3.837E-01,4.195E+01,5.368E+02,3.837E-01,4.195E+01,5.368E+02,3.837E-01,4.195E+01,5.368E+02
