,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.273E+01,1.316E+02,3.760E+02,1.410E+01,1.044E+02,4.364E+02,1.585E+01,8.438E+01,4.899E+02,1.827E+01,6.773E+01,5.400E+02,2.220E+01,5.219E+01,5.882E+02
gammam,2.145E+01,5.507E+01,5.733E+02,1.705E+01,7.316E+01,5.350E+02,1.439E+01,9.252E+01,4.933E+02,1.250E+01,1.158E+02,4.465E+02,1.105E+01,1.474E+02,3.907E+02
gammamRNA,2.260E+01,5.106E+01,5.915E+02,1.832E+01,6.749E+01,5.408E+02,1.578E+01,8.508E+01,4.879E+02,1.396E+01,1.066E+02,4.311E+02,1.256E+01,1.367E+02,3.660E+02
gammad,2.247E+01,4.776E+01,6.526E+02,2.011E+01,5.844E+01,5.776E+02,1.845E+01,7.103E+01,5.021E+02,1.716E+01,8.771E+01,4.243E+02,1.608E+01,1.137E+02,3.390E+02
alphaass,1.069E+01,1.609E+02,3.682E+02,1.207E+01,1.239E+02,4.304E+02,1.385E+01,9.831E+01,4.805E+02,1.629E+01,7.779E+01,5.245E+02,2.014E+01,5.935E+01,5.647E+02
alphadiss,2.001E+01,5.982E+01,5.637E+02,1.633E+01,7.755E+01,5.250E+02,1.395E+01,9.720E+01,4.828E+02,1.221E+01,1.213E+02,4.351E+02,1.084E+01,1.551E+02,3.771E+02
phi0,1.197E+01,1.591E+02,3.266E+02,1.326E+01,1.192E+02,4.020E+02,1.489E+01,9.409E+01,4.630E+02,1.710E+01,7.475E+01,5.184E+02,2.049E+01,5.786E+01,5.710E+02
fm,1.967E+01,6.109E+01,5.611E+02,1.967E+01,6.106E+01,5.612E+02,1.970E+01,6.095E+01,5.613E+02,1.987E+01,6.037E+01,5.621E+02,2.078E+01,5.737E+01,5.659E+02
fd,1.510E+01,1.408E+02,3.371E+02,1.605E+01,1.059E+02,4.140E+02,1.726E+01,8.359E+01,4.791E+02,1.891E+01,6.655E+01,5.395E+02,2.146E+01,5.198E+01,5.975E+02
Km,2.025E+01,5.731E+01,5.841E+02,2.019E+01,5.771E+01,5.815E+02,2.000E+01,5.892E+01,5.739E+02,1.948E+01,6.267E+01,5.510E+02,1.820E+01,7.540E+01,4.822E+02
Kd,1.449E+01,1.512E+02,3.756E+02,1.546E+01,1.139E+02,4.415E+02,1.671E+01,8.901E+01,4.939E+02,1.845E+01,6.979E+01,5.393E+02,2.122E+01,5.331E+01,5.803E+02
kbm,1.971E+01,6.095E+01,5.613E+02,1.971E+01,6.095E+01,5.613E+02,1.971E+01,6.095E+01,5.613E+02,1.971E+01,6.095E+01,5.613E+02,1.971E+01,6.095E+01,5.613E+02
kbd,1.971E+01,6.095E+01,5.613E+02,1.971E+01,6.095E+01,5.613E+02,1.971E+01,6.095E+01,5.613E+02,1.971E+01,6.095E+01,5.613E+02,1.971E+01,6.095E+01,5.613E+02
