,log10_var,log10_left_bound,log10_right_bound
beta,-0.6736641390712486,-0.7902366268481895,-0.6225859532145508
gammam,-0.22402566887063094,-0.280954829958245,-0.05250601614155413
gammamRNA,-2.5543957967264026,-2.606615039297527,-2.439849838433462
gammad,-1.6615435063953952,-1.7672135340240347,-1.4884051668309752
alphaass,-1.9430951486635273,-2.0,-1.8254468095842902
alphadiss,-2.6989700043360187,-3.0,-1.521887820823257
phi0,-1.9546770212133426,-2.0,-1.8998539124212983
fm,0.9532763366673044,-3.0,1.9468460639713865
fd,1.912753303671323,1.79281303746841,2.0
Km,-2.9355420107730814,-6.0,-1.7942931545081748
Kd,-2.5100415205751654,-2.677041486875768,-2.411500853027397
kbm,-0.23210238398190938,-3.0,2.0
kbd,-1.640164517660112,-3.0,2.0
