,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.809E-01,4.705E+01,3.271E+02,3.690E-01,2.901E+01,4.972E+02,4.961E-01,1.902E+01,6.938E+02,6.937E-01,1.248E+01,9.292E+02,1.052E+00,7.741E+00,1.214E+03
gammam,1.045E+00,7.824E+00,1.176E+03,6.878E-01,1.264E+01,9.080E+02,4.909E-01,1.931E+01,6.819E+02,3.643E-01,2.957E+01,4.899E+02,2.768E-01,4.835E+01,3.213E+02
gammamRNA,1.080E+00,7.515E+00,1.231E+03,7.100E-01,1.214E+01,9.457E+02,5.076E-01,1.845E+01,7.096E+02,3.777E-01,2.797E+01,5.123E+02,2.879E-01,4.473E+01,3.423E+02
gammad,3.840E-01,2.709E+01,5.377E+02,3.832E-01,2.753E+01,5.102E+02,3.815E-01,2.848E+01,4.600E+02,3.780E-01,3.069E+01,3.775E+02,3.710E-01,3.663E+01,2.604E+02
alphaass,3.505E-01,3.147E+01,4.654E+02,4.465E-01,2.193E+01,6.204E+02,5.817E-01,1.548E+01,7.971E+02,7.865E-01,1.076E+01,1.000E+03,1.148E+00,7.029E+00,1.234E+03
alphadiss,1.070E+00,7.589E+00,1.194E+03,7.020E-01,1.230E+01,9.242E+02,5.006E-01,1.878E+01,6.962E+02,3.716E-01,2.868E+01,5.022E+02,2.825E-01,4.656E+01,3.321E+02
phi0,2.859E-01,4.535E+01,3.381E+02,3.742E-01,2.838E+01,5.063E+02,5.012E-01,1.876E+01,7.009E+02,6.977E-01,1.240E+01,9.333E+02,1.051E+00,7.747E+00,1.214E+03
fm,3.836E-01,2.733E+01,5.222E+02,3.836E-01,2.732E+01,5.223E+02,3.839E-01,2.730E+01,5.224E+02,3.857E-01,2.714E+01,5.230E+02,3.984E-01,2.606E+01,5.272E+02
fd,3.728E-01,3.878E+01,3.805E+02,3.905E-01,2.288E+01,6.108E+02,4.140E-01,1.456E+01,8.977E+02,4.461E-01,9.504E+00,1.264E+03,4.933E-01,6.193E+00,1.736E+03
Km,3.847E-01,2.652E+01,5.367E+02,3.846E-01,2.658E+01,5.356E+02,3.843E-01,2.682E+01,5.312E+02,3.830E-01,2.782E+01,5.139E+02,3.778E-01,3.256E+01,4.451E+02
Kd,3.588E-01,5.811E+01,4.167E+02,3.810E-01,2.907E+01,5.146E+02,4.141E-01,1.547E+01,5.840E+02,4.681E-01,8.237E+00,6.364E+02,5.740E-01,4.143E+00,6.770E+02
kbm,3.836E-01,2.733E+01,5.222E+02,3.836E-01,2.733E+01,5.222E+02,3.836E-01,2.733E+01,5.222E+02,3.836E-01,2.733E+01,5.222E+02,3.836E-01,2.733E+01,5.222E+02
kbd,3.836E-01,2.733E+01,5.222E+02,3.836E-01,2.733E+01,5.222E+02,3.836E-01,2.733E+01,5.222E+02,3.836E-01,2.733E+01,5.222E+02,3.836E-01,2.733E+01,5.222E+02
