,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,4.253E+00,9.662E+01,3.155E+02,4.824E+00,6.771E+01,4.138E+02,5.573E+00,5.013E+01,5.044E+02,6.629E+00,3.730E+01,5.940E+02,8.376E+00,2.668E+01,6.848E+02
gammam,8.190E+00,2.756E+01,6.721E+02,6.802E+00,3.588E+01,6.038E+02,5.885E+00,4.538E+01,5.359E+02,5.204E+00,5.710E+01,4.676E+02,4.669E+00,7.273E+01,3.972E+02
gammamRNA,7.891E+00,2.891E+01,6.649E+02,6.538E+00,3.812E+01,5.876E+02,5.639E+00,4.904E+01,5.111E+02,4.972E+00,6.320E+01,4.341E+02,4.447E+00,8.375E+01,3.535E+02
gammad,6.644E+00,3.430E+01,7.609E+02,6.553E+00,3.562E+01,7.124E+02,6.402E+00,3.808E+01,6.367E+02,6.163E+00,4.298E+01,5.255E+02,5.804E+00,5.436E+01,3.740E+02
alphaass,4.633E+00,8.997E+01,3.232E+02,5.185E+00,6.238E+01,4.296E+02,5.901E+00,4.600E+01,5.277E+02,6.903E+00,3.427E+01,6.242E+02,8.553E+00,2.467E+01,7.210E+02
alphadiss,8.200E+00,2.619E+01,7.050E+02,6.762E+00,3.551E+01,6.128E+02,5.841E+00,4.700E+01,5.207E+02,5.168E+00,6.295E+01,4.268E+02,4.642E+00,8.930E+01,3.253E+02
phi0,4.484E+00,8.179E+01,3.600E+02,4.993E+00,6.260E+01,4.370E+02,5.636E+00,4.909E+01,5.108E+02,6.490E+00,3.856E+01,5.841E+02,7.745E+00,2.967E+01,6.582E+02
fm,3.204E+00,1.056E+02,4.285E+02,3.215E+00,1.049E+02,4.296E+02,3.253E+00,1.028E+02,4.335E+02,3.395E+00,9.555E+01,4.468E+02,4.001E+00,7.393E+01,4.900E+02
fd,5.300E+00,8.511E+01,3.253E+02,5.685E+00,5.809E+01,4.419E+02,6.188E+00,4.233E+01,5.538E+02,6.897E+00,3.131E+01,6.678E+02,8.061E+00,2.261E+01,7.865E+02
Km,7.941E+00,1.441E+01,1.272E+03,7.284E+00,1.807E+01,1.105E+03,6.822E+00,2.319E+01,9.182E+02,6.456E+00,3.160E+01,7.112E+02,6.149E+00,4.895E+01,4.814E+02
Kd,5.124E+00,9.310E+01,3.586E+02,5.515E+00,6.345E+01,4.554E+02,6.033E+00,4.565E+01,5.392E+02,6.775E+00,3.313E+01,6.162E+02,8.028E+00,2.330E+01,6.889E+02
kbm,6.252E+00,4.097E+01,5.659E+02,6.252E+00,4.097E+01,5.659E+02,6.252E+00,4.097E+01,5.659E+02,6.252E+00,4.097E+01,5.659E+02,6.252E+00,4.097E+01,5.659E+02
kbd,6.252E+00,4.097E+01,5.659E+02,6.252E+00,4.097E+01,5.659E+02,6.252E+00,4.097E+01,5.659E+02,6.252E+00,4.097E+01,5.659E+02,6.252E+00,4.097E+01,5.659E+02
