,log10_var,log10_left_bound,log10_right_bound
beta,0.8992731873176038,0.8228275075738779,1.032934647095614
gammam,-0.9318141382538384,-1.0731940311466424,-0.848096461770095
gammamRNA,0.290034611362518,0.1518788610806935,0.3704603780441078
gammad,-3.245651664288981,-3.3010299956639813,-2.504411173537345
alphaass,-1.0159229660971691,-1.1812171553855353,-0.7341630809686575
alphadiss,-0.24872089601665776,-0.5254608840149824,-0.08691936701582814
phi0,-1.2612194415156308,-1.3391377035432792,-1.1243096706426141
fm,1.0,-3.0,2.0
fd,1.631443769013172,1.5545545658166644,1.8934642144803702
Km,-3.9244530386074694,-6.0,-1.653137641311286
Kd,-2.2740883677049517,-2.4232703764198904,-2.001435113444336
kbm,-1.47755576649368,-3.0,2.0
kbd,-2.835647144215563,-3.0,2.0
