,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,5.867E-01,6.947E+01,4.170E+02,7.501E-01,4.345E+01,6.113E+02,9.821E-01,2.888E+01,8.221E+02,1.338E+00,1.921E+01,1.060E+03,1.983E+00,1.204E+01,1.333E+03
gammam,1.929E+00,1.267E+01,1.182E+03,1.323E+00,1.981E+01,9.769E+02,9.782E-01,2.937E+01,7.853E+02,7.511E-01,4.353E+01,6.050E+02,5.899E-01,6.795E+01,4.305E+02
gammamRNA,1.934E+00,1.239E+01,1.317E+03,1.325E+00,1.945E+01,1.053E+03,9.810E-01,2.893E+01,8.212E+02,7.541E-01,4.307E+01,6.154E+02,5.931E-01,6.780E+01,4.257E+02
gammad,6.881E-01,4.685E+01,6.755E+02,6.859E-01,4.850E+01,6.142E+02,6.826E-01,5.130E+01,5.337E+02,6.776E-01,5.645E+01,4.336E+02,6.700E-01,6.745E+01,3.147E+02
alphaass,6.023E-01,6.618E+01,4.382E+02,7.661E-01,4.173E+01,6.254E+02,9.972E-01,2.792E+01,8.182E+02,1.349E+00,1.872E+01,1.022E+03,1.978E+00,1.188E+01,1.239E+03
alphadiss,1.928E+00,1.222E+01,1.227E+03,1.328E+00,1.909E+01,1.012E+03,9.864E-01,2.835E+01,8.105E+02,7.601E-01,4.228E+01,6.195E+02,5.989E-01,6.702E+01,4.336E+02
phi0,5.853E-01,6.985E+01,4.150E+02,7.468E-01,4.376E+01,6.079E+02,9.754E-01,2.916E+01,8.167E+02,1.324E+00,1.947E+01,1.052E+03,1.948E+00,1.229E+01,1.321E+03
fm,6.592E-01,5.367E+01,5.307E+02,6.596E-01,5.362E+01,5.308E+02,6.622E-01,5.334E+01,5.316E+02,6.774E-01,5.170E+01,5.361E+02,7.803E-01,4.282E+01,5.620E+02
fd,6.792E-01,5.460E+01,5.080E+02,7.162E-01,3.235E+01,7.893E+02,7.654E-01,2.063E+01,1.121E+03,8.343E-01,1.346E+01,1.523E+03,9.388E-01,8.726E+00,2.011E+03
Km,6.770E-01,3.985E+01,6.976E+02,6.770E-01,3.987E+01,6.971E+02,6.771E-01,4.001E+01,6.946E+02,6.776E-01,4.079E+01,6.808E+02,6.802E-01,4.544E+01,6.080E+02
Kd,6.654E-01,6.756E+01,4.817E+02,7.105E-01,3.630E+01,6.014E+02,7.759E-01,2.069E+01,6.921E+02,8.796E-01,1.183E+01,7.647E+02,1.077E+00,6.424E+00,8.241E+02
kbm,6.828E-01,5.114E+01,5.377E+02,6.828E-01,5.114E+01,5.377E+02,6.828E-01,5.114E+01,5.377E+02,6.828E-01,5.114E+01,5.377E+02,6.828E-01,5.114E+01,5.377E+02
kbd,6.828E-01,5.114E+01,5.377E+02,6.828E-01,5.114E+01,5.377E+02,6.828E-01,5.114E+01,5.377E+02,6.828E-01,5.114E+01,5.377E+02,6.828E-01,5.114E+01,5.377E+02
