,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.364E-01,5.285E+01,3.509E+02,3.170E-01,3.171E+01,5.177E+02,4.355E-01,2.025E+01,6.985E+02,6.237E-01,1.293E+01,9.025E+02,9.753E-01,7.742E+00,1.135E+03
gammam,9.634E-01,8.442E+00,8.577E+02,6.058E-01,1.414E+01,7.404E+02,4.155E-01,2.221E+01,6.186E+02,2.969E-01,3.477E+01,4.919E+02,2.174E-01,5.769E+01,3.563E+02
gammamRNA,9.552E-01,7.922E+00,1.126E+03,6.202E-01,1.301E+01,8.993E+02,4.370E-01,2.016E+01,7.006E+02,3.204E-01,3.119E+01,5.239E+02,2.405E-01,5.102E+01,3.610E+02
gammad,3.233E-01,2.510E+01,9.983E+02,3.217E-01,2.656E+01,8.206E+02,3.194E-01,2.898E+01,6.396E+02,3.161E-01,3.335E+01,4.643E+02,3.115E-01,4.271E+01,2.994E+02
alphaass,2.207E-01,5.646E+01,3.605E+02,3.015E-01,3.404E+01,4.977E+02,4.220E-01,2.173E+01,6.261E+02,6.157E-01,1.383E+01,7.494E+02,9.816E-01,8.241E+00,8.680E+02
alphadiss,9.726E-01,8.322E+00,8.661E+02,6.160E-01,1.383E+01,7.495E+02,4.248E-01,2.155E+01,6.284E+02,3.051E-01,3.347E+01,5.025E+02,2.244E-01,5.475E+01,3.684E+02
phi0,2.416E-01,5.057E+01,3.636E+02,3.227E-01,3.085E+01,5.279E+02,4.417E-01,1.988E+01,7.066E+02,6.299E-01,1.278E+01,9.079E+02,9.794E-01,7.706E+00,1.137E+03
fm,3.092E-01,3.267E+01,5.152E+02,3.093E-01,3.267E+01,5.152E+02,3.094E-01,3.265E+01,5.152E+02,3.102E-01,3.255E+01,5.156E+02,3.160E-01,3.182E+01,5.178E+02
fd,3.019E-01,7.678E+01,2.484E+02,3.052E-01,5.817E+01,3.167E+02,3.087E-01,4.665E+01,3.810E+02,3.126E-01,3.848E+01,4.451E+02,3.168E-01,3.227E+01,5.107E+02
Km,3.106E-01,3.191E+01,5.260E+02,3.128E-01,3.183E+01,5.235E+02,3.200E-01,3.157E+01,5.152E+02,3.464E-01,3.064E+01,4.880E+02,4.652E-01,2.710E+01,4.044E+02
Kd,3.046E-01,5.299E+01,4.395E+02,3.234E-01,2.608E+01,5.447E+02,3.517E-01,1.366E+01,6.202E+02,3.981E-01,7.164E+00,6.774E+02,4.900E-01,3.545E+00,7.219E+02
kbm,3.173E-01,3.166E+01,5.183E+02,3.173E-01,3.166E+01,5.183E+02,3.173E-01,3.166E+01,5.183E+02,3.173E-01,3.166E+01,5.183E+02,3.173E-01,3.166E+01,5.183E+02
kbd,3.173E-01,3.166E+01,5.183E+02,3.173E-01,3.166E+01,5.183E+02,3.173E-01,3.166E+01,5.183E+02,3.173E-01,3.166E+01,5.183E+02,3.173E-01,3.166E+01,5.183E+02
