,log10_var,log10_left_bound,log10_right_bound
beta,0.26717172840301384,0.19189454210838253,0.5679936209807324
gammam,-0.3946949538588906,-0.6974598957444297,-0.317606095683326
gammamRNA,-1.193820026016113,-1.4936741232595319,-1.1124087359881711
gammad,-2.3205721033878812,-3.3010299956639813,-1.0
alphaass,-1.6840296545430822,-1.837077790623777,-1.0821206178606917
alphadiss,2.2600713879850747,1.6616355318324758,2.41325973344129
phi0,-0.34582345812203946,-0.42659379708092426,-0.04353889233290949
fm,-2.707743928643524,-3.0,2.0
fd,1.968482948553935,1.8859983683533326,2.0
Km,-4.341988603342887,-6.0,-3.417363889984081
Kd,-2.234331445240986,-2.385105283859267,-1.6346423364946605
kbm,-2.18575240426808,-3.0,2.0
kbd,-0.623423042943488,-3.0,2.0
