,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.358E+00,6.112E+01,2.979E+02,1.580E+00,4.071E+01,4.151E+02,1.872E+00,2.885E+01,5.340E+02,2.280E+00,2.068E+01,6.602E+02,2.928E+00,1.441E+01,7.965E+02
gammam,3.145E+00,1.313E+01,8.220E+02,2.410E+00,1.902E+01,6.893E+02,1.965E+00,2.644E+01,5.655E+02,1.653E+00,3.682E+01,4.488E+02,1.418E+00,5.340E+01,3.354E+02
gammamRNA,3.298E+00,1.234E+01,8.497E+02,2.456E+00,1.847E+01,7.038E+02,1.974E+00,2.623E+01,5.693E+02,1.644E+00,3.729E+01,4.439E+02,1.399E+00,5.570E+01,3.223E+02
gammad,1.808E+00,3.098E+01,4.985E+02,1.802E+00,3.192E+01,4.598E+02,1.791E+00,3.361E+01,4.043E+02,1.773E+00,3.686E+01,3.292E+02,1.745E+00,4.419E+01,2.344E+02
alphaass,1.475E+00,5.516E+01,3.204E+02,1.695E+00,3.600E+01,4.537E+02,1.985E+00,2.520E+01,5.882E+02,2.391E+00,1.792E+01,7.290E+02,3.048E+00,1.239E+01,8.779E+02
alphadiss,3.148E+00,1.186E+01,8.944E+02,2.431E+00,1.744E+01,7.402E+02,2.001E+00,2.478E+01,5.949E+02,1.700E+00,3.574E+01,4.563E+02,1.473E+00,5.544E+01,3.190E+02
phi0,1.349E+00,6.252E+01,2.922E+02,1.586E+00,4.034E+01,4.181E+02,1.905E+00,2.792E+01,5.460E+02,2.368E+00,1.951E+01,6.828E+02,3.159E+00,1.304E+01,8.314E+02
fm,1.521E+00,3.831E+01,4.877E+02,1.526E+00,3.815E+01,4.882E+02,1.544E+00,3.759E+01,4.899E+02,1.609E+00,3.562E+01,4.959E+02,1.891E+00,2.909E+01,5.167E+02
fd,1.676E+00,5.019E+01,3.393E+02,1.804E+00,3.129E+01,5.037E+02,1.975E+00,2.103E+01,6.818E+02,2.224E+00,1.439E+01,8.813E+02,2.645E+00,9.585E+00,1.107E+03
Km,3.125E+00,5.763E+00,1.580E+03,2.729E+00,7.261E+00,1.435E+03,2.413E+00,9.522E+00,1.238E+03,2.135E+00,1.369E+01,9.730E+02,1.882E+00,2.394E+01,6.308E+02
Kd,1.615E+00,6.180E+01,3.442E+02,1.741E+00,3.740E+01,4.631E+02,1.910E+00,2.441E+01,5.675E+02,2.158E+00,1.621E+01,6.639E+02,2.582E+00,1.046E+01,7.542E+02
kbm,1.810E+00,3.070E+01,5.115E+02,1.810E+00,3.070E+01,5.115E+02,1.810E+00,3.070E+01,5.115E+02,1.810E+00,3.070E+01,5.115E+02,1.810E+00,3.070E+01,5.115E+02
kbd,1.810E+00,3.070E+01,5.115E+02,1.810E+00,3.070E+01,5.115E+02,1.810E+00,3.070E+01,5.115E+02,1.810E+00,3.070E+01,5.115E+02,1.810E+00,3.070E+01,5.115E+02
