,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,8.897E-02,3.518E+01,3.408E+02,1.244E-01,2.052E+01,5.483E+02,1.783E-01,1.274E+01,8.079E+02,2.663E-01,7.904E+00,1.141E+03,4.340E-01,4.604E+00,1.572E+03
gammam,4.431E-01,4.517E+00,1.527E+03,2.679E-01,7.867E+00,1.121E+03,1.777E-01,1.280E+01,7.986E+02,1.231E-01,2.083E+01,5.422E+02,8.741E-02,3.623E+01,3.344E+02
gammamRNA,4.418E-01,4.517E+00,1.587E+03,2.688E-01,7.819E+00,1.149E+03,1.791E-01,1.266E+01,8.115E+02,1.245E-01,2.048E+01,5.490E+02,8.879E-02,3.531E+01,3.396E+02
gammad,1.323E-01,1.885E+01,5.833E+02,1.322E-01,1.921E+01,5.385E+02,1.318E-01,1.996E+01,4.645E+02,1.311E-01,2.169E+01,3.578E+02,1.298E-01,2.635E+01,2.278E+02
alphaass,8.980E-02,3.470E+01,3.444E+02,1.262E-01,2.011E+01,5.576E+02,1.816E-01,1.244E+01,8.225E+02,2.724E-01,7.694E+00,1.158E+03,4.464E-01,4.462E+00,1.580E+03
alphadiss,4.514E-01,4.410E+00,1.589E+03,2.730E-01,7.675E+00,1.159E+03,1.809E-01,1.249E+01,8.198E+02,1.251E-01,2.035E+01,5.520E+02,8.869E-02,3.553E+01,3.371E+02
phi0,8.835E-02,3.564E+01,3.367E+02,1.238E-01,2.065E+01,5.452E+02,1.779E-01,1.277E+01,8.062E+02,2.666E-01,7.895E+00,1.142E+03,4.365E-01,4.576E+00,1.577E+03
fm,1.231E-01,2.051E+01,5.815E+02,1.231E-01,2.051E+01,5.815E+02,1.232E-01,2.050E+01,5.815E+02,1.233E-01,2.047E+01,5.817E+02,1.244E-01,2.025E+01,5.828E+02
fd,1.260E-01,5.368E+01,2.198E+02,1.274E-01,3.808E+01,3.056E+02,1.289E-01,2.907E+01,3.943E+02,1.306E-01,2.298E+01,4.909E+02,1.325E-01,1.853E+01,5.980E+02
Km,1.236E-01,2.020E+01,5.882E+02,1.244E-01,2.006E+01,5.884E+02,1.271E-01,1.961E+01,5.890E+02,1.369E-01,1.815E+01,5.909E+02,1.798E-01,1.368E+01,5.969E+02
Kd,1.250E-01,4.687E+01,4.729E+02,1.315E-01,2.030E+01,5.817E+02,1.419E-01,9.381E+00,6.542E+02,1.597E-01,4.334E+00,7.054E+02,1.971E-01,1.870E+00,7.423E+02
kbm,1.323E-01,1.881E+01,5.900E+02,1.323E-01,1.881E+01,5.900E+02,1.323E-01,1.881E+01,5.900E+02,1.323E-01,1.881E+01,5.900E+02,1.323E-01,1.881E+01,5.900E+02
kbd,1.323E-01,1.881E+01,5.900E+02,1.323E-01,1.881E+01,5.900E+02,1.323E-01,1.881E+01,5.900E+02,1.323E-01,1.881E+01,5.900E+02,1.323E-01,1.881E+01,5.900E+02
