,log10_var,log10_left_bound,log10_right_bound
beta,-0.9913998282380825,-1.0426178057103677,-0.8564621833720114
gammam,-1.7423214251308154,-1.8946184400563808,-1.6640530798612672
gammamRNA,-1.8601209135987635,-1.9981531467176628,-1.807052263834724
gammad,-2.4424927980943423,-3.3010299956639813,-2.2819027795564955
alphaass,-0.12436006299583167,-0.26723107382232103,0.0
alphadiss,2.100370545117563,1.7965398778791144,2.2444518250010788
phi0,-1.5199930570428493,-1.5762438706706405,-1.3871027981753552
fm,0.3944516808262163,-3.0,2.0
fd,1.8739015978644613,1.8215452330436515,2.0
Km,-3.75448733218585,-6.0,-2.8495447187129894
Kd,-2.6289321377282637,-2.711233599209508,-2.3732262593686286
kbm,-1.4329736338409396,-3.0,2.0
kbd,-2.2873502983727887,-3.0,2.0
