,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.179E+00,9.354E+01,4.242E+02,2.571E+00,6.394E+01,5.771E+02,3.092E+00,4.602E+01,7.317E+02,3.833E+00,3.327E+01,8.955E+02,5.041E+00,2.318E+01,1.072E+03
gammam,5.215E+00,2.225E+01,1.086E+03,3.908E+00,3.241E+01,9.065E+02,3.129E+00,4.516E+01,7.401E+02,2.589E+00,6.308E+01,5.831E+02,2.186E+00,9.271E+01,4.279E+02
gammamRNA,5.312E+00,2.173E+01,1.101E+03,3.987E+00,3.149E+01,9.234E+02,3.200E+00,4.354E+01,7.591E+02,2.654E+00,6.011E+01,6.047E+02,2.246E+00,8.631E+01,4.540E+02
gammad,2.590E+00,6.313E+01,5.812E+02,2.585E+00,6.416E+01,5.603E+02,2.577E+00,6.624E+01,5.227E+02,2.562E+00,7.068E+01,4.586E+02,2.533E+00,8.166E+01,3.555E+02
alphaass,2.273E+00,8.752E+01,4.463E+02,2.670E+00,5.904E+01,6.136E+02,3.198E+00,4.211E+01,7.823E+02,3.955E+00,3.022E+01,9.599E+02,5.221E+00,2.082E+01,1.150E+03
alphadiss,5.200E+00,2.092E+01,1.147E+03,3.942E+00,3.037E+01,9.572E+02,3.188E+00,4.235E+01,7.794E+02,2.661E+00,5.946E+01,6.103E+02,2.266E+00,8.843E+01,4.424E+02
phi0,2.243E+00,8.661E+01,4.526E+02,2.647E+00,6.042E+01,6.024E+02,3.186E+00,4.385E+01,7.556E+02,3.959E+00,3.180E+01,9.185E+02,5.246E+00,2.207E+01,1.094E+03
fm,2.359E+00,7.195E+01,5.611E+02,2.363E+00,7.177E+01,5.615E+02,2.381E+00,7.101E+01,5.634E+02,2.458E+00,6.783E+01,5.713E+02,2.845E+00,5.547E+01,6.036E+02
fd,2.546E+00,7.143E+01,5.240E+02,2.735E+00,4.578E+01,7.598E+02,2.993E+00,3.109E+01,1.021E+03,3.372E+00,2.132E+01,1.319E+03,4.032E+00,1.411E+01,1.662E+03
Km,2.825E+00,2.864E+01,1.177E+03,2.819E+00,2.905E+01,1.163E+03,2.803E+00,3.012E+01,1.128E+03,2.765E+00,3.316E+01,1.039E+03,2.676E+00,4.352E+01,8.179E+02
Kd,2.451E+00,9.146E+01,4.857E+02,2.638E+00,5.692E+01,6.095E+02,2.897E+00,3.732E+01,7.117E+02,3.285E+00,2.459E+01,8.007E+02,3.981E+00,1.552E+01,8.799E+02
kbm,2.590E+00,6.302E+01,5.835E+02,2.590E+00,6.302E+01,5.835E+02,2.590E+00,6.302E+01,5.835E+02,2.590E+00,6.302E+01,5.835E+02,2.590E+00,6.302E+01,5.835E+02
kbd,2.590E+00,6.302E+01,5.835E+02,2.590E+00,6.302E+01,5.835E+02,2.590E+00,6.302E+01,5.835E+02,2.590E+00,6.302E+01,5.835E+02,2.590E+00,6.302E+01,5.835E+02
