,log10_var,log10_left_bound,log10_right_bound
beta,0.5145477526602861,0.35247729203960354,0.5787221732875011
gammam,-1.1029229967905798,-1.1733223387065546,-0.9176663996734121
gammamRNA,0.4132997640812518,0.34330045251317926,0.5737256098402845
gammad,-3.001740661576301,-3.3010299956639813,-2.4348414507783254
alphaass,-0.0026136156026866416,-0.37322241739515694,0.0
alphadiss,0.10720996964786837,-0.029337343471422722,0.4772836942339321
phi0,-1.288192770958809,-1.4466810993000117,-1.2211558733721253
fm,-0.03668448861388872,-3.0,2.0
fd,1.7909884750888159,1.6272339861941787,1.9183548730815687
Km,-2.8068754016455384,-6.0,-1.1483642564203804
Kd,-2.2006594505464183,-2.464090289424547,-2.0704698234109222
kbm,-2.0,-3.0,2.0
kbd,-2.91721462968355,-3.0,2.0
