,log10_var,log10_left_bound,log10_right_bound
beta,2.0086001717619175,1.9733683343147912,2.013011488904774
gammam,-1.5016894462103996,-1.5046158340107698,-1.4635606126152136
gammamRNA,-0.6695862266508091,-0.6741378160518818,-0.6337162100626081
gammad,-2.473660722610156,-3.271942794658183,-1.8318124000670608
alphaass,-1.5734887386354248,-1.650127480911872,-1.564269078057483
alphadiss,2.45178643552429,2.443800420237878,2.5245960495562207
phi0,-1.779891911959945,-1.8177229895918294,-1.7771771737646715
fm,-1.3027706572402824,-3.0,0.4937559600281134
fd,1.1760912590556813,1.131230903733794,1.1857464396136226
Km,-4.863279432843593,-6.0,-3.9241526570003025
Kd,-2.480172006224281,-2.5523559787528844,-2.4706795667620387
kbm,-1.8827287043442358,-3.0,2.0
kbd,-0.790484985457369,-3.0,2.0
