,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.076E-01,3.440E+01,3.330E+02,1.478E-01,2.013E+01,5.317E+02,2.080E-01,1.257E+01,7.758E+02,3.047E-01,7.864E+00,1.083E+03,4.862E-01,4.632E+00,1.472E+03
gammam,5.009E-01,4.515E+00,1.378E+03,3.099E-01,7.753E+00,1.045E+03,2.099E-01,1.246E+01,7.659E+02,1.484E-01,2.003E+01,5.337E+02,1.075E-01,3.426E+01,3.385E+02
gammamRNA,5.058E-01,4.436E+00,1.503E+03,3.122E-01,7.644E+00,1.103E+03,2.114E-01,1.231E+01,7.883E+02,1.494E-01,1.982E+01,5.388E+02,1.083E-01,3.399E+01,3.366E+02
gammad,1.464E-01,2.025E+01,5.473E+02,1.462E-01,2.072E+01,4.993E+02,1.458E-01,2.164E+01,4.269E+02,1.451E-01,2.360E+01,3.296E+02,1.438E-01,2.853E+01,2.151E+02
alphaass,1.046E-01,3.779E+01,3.088E+02,1.354E-01,2.317E+01,4.732E+02,1.777E-01,1.535E+01,6.590E+02,2.382E-01,1.041E+01,8.734E+02,3.306E-01,7.004E+00,1.121E+03
alphadiss,4.977E-01,4.414E+00,1.414E+03,3.116E-01,7.506E+00,1.076E+03,2.130E-01,1.202E+01,7.901E+02,1.517E-01,1.934E+01,5.493E+02,1.107E-01,3.345E+01,3.445E+02
phi0,9.019E-02,5.179E+01,2.282E+02,1.026E-01,3.792E+01,3.048E+02,1.170E-01,2.942E+01,3.831E+02,1.338E-01,2.347E+01,4.668E+02,1.536E-01,1.902E+01,5.576E+02
fm,1.444E-01,2.078E+01,5.231E+02,1.445E-01,2.077E+01,5.232E+02,1.449E-01,2.069E+01,5.235E+02,1.479E-01,2.018E+01,5.258E+02,1.707E-01,1.700E+01,5.410E+02
fd,1.398E-01,5.371E+01,2.138E+02,1.414E-01,3.778E+01,2.986E+02,1.433E-01,2.872E+01,3.853E+02,1.453E-01,2.264E+01,4.789E+02,1.475E-01,1.822E+01,5.817E+02
Km,1.464E-01,1.723E+01,6.227E+02,1.464E-01,1.725E+01,6.220E+02,1.464E-01,1.734E+01,6.186E+02,1.463E-01,1.783E+01,6.017E+02,1.463E-01,2.063E+01,5.202E+02
Kd,1.397E-01,4.167E+01,4.225E+02,1.475E-01,1.843E+01,5.378E+02,1.597E-01,8.803E+00,6.188E+02,1.803E-01,4.229E+00,6.786E+02,2.228E-01,1.910E+00,7.236E+02
kbm,1.463E-01,2.046E+01,5.246E+02,1.463E-01,2.046E+01,5.246E+02,1.463E-01,2.046E+01,5.246E+02,1.463E-01,2.046E+01,5.246E+02,1.463E-01,2.046E+01,5.246E+02
kbd,1.463E-01,2.046E+01,5.246E+02,1.463E-01,2.046E+01,5.246E+02,1.463E-01,2.046E+01,5.246E+02,1.463E-01,2.046E+01,5.246E+02,1.463E-01,2.046E+01,5.246E+02
