,log10_var,log10_left_bound,log10_right_bound
beta,-1.8477116556169435,-2.0,-1.7901888103777164
gammam,-0.790484985457369,-0.8552168706490477,-0.6083028989652409
gammamRNA,-2.96657624451305,-3.0,-2.815505469575541
gammad,-1.122628654130226,-3.3010299956639813,-1.0
alphaass,-1.4400933749638876,-1.8031578271357418,-1.3191480329259049
alphadiss,1.8530895298518655,1.7346058987519664,2.2159791707971737
phi0,-0.3655227298392684,-0.5219473123351198,-0.30418088845977
fm,-0.5816987086802545,-3.0,2.0
fd,1.749736315569061,1.5873918125955093,1.86313704757683
Km,-4.943095148663527,-6.0,-2.799023020736871
Kd,-2.214670164989233,-2.46973633551242,-2.1023934090787826
kbm,-2.899629454882437,-3.0,2.0
kbd,-1.0660068361687576,-3.0,2.0
