,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.033E+00,5.158E+01,2.299E+02,1.241E+00,3.585E+01,3.007E+02,1.521E+00,2.596E+01,3.702E+02,1.923E+00,1.879E+01,4.416E+02,2.582E+00,1.305E+01,5.166E+02
gammam,2.541E+00,1.331E+01,5.123E+02,1.827E+00,1.972E+01,4.481E+02,1.407E+00,2.783E+01,3.828E+02,1.122E+00,3.922E+01,3.154E+02,9.130E-01,5.787E+01,2.421E+02
gammamRNA,2.649E+00,1.266E+01,5.221E+02,1.950E+00,1.845E+01,4.455E+02,1.533E+00,2.567E+01,3.727E+02,1.245E+00,3.564E+01,3.019E+02,1.032E+00,5.160E+01,2.298E+02
gammad,2.750E+00,1.087E+01,7.710E+02,2.629E+00,1.205E+01,6.251E+02,2.482E+00,1.394E+01,4.806E+02,2.311E+00,1.728E+01,3.436E+02,2.119E+00,2.434E+01,2.171E+02
alphaass,9.217E-01,5.679E+01,2.453E+02,1.132E+00,3.867E+01,3.180E+02,1.420E+00,2.749E+01,3.851E+02,1.845E+00,1.949E+01,4.501E+02,2.570E+00,1.313E+01,5.141E+02
alphadiss,2.548E+00,1.326E+01,5.128E+02,1.828E+00,1.971E+01,4.481E+02,1.406E+00,2.788E+01,3.823E+02,1.119E+00,3.940E+01,3.143E+02,9.102E-01,5.840E+01,2.403E+02
phi0,1.018E+00,5.341E+01,2.236E+02,1.235E+00,3.615E+01,2.990E+02,1.532E+00,2.568E+01,3.726E+02,1.970E+00,1.821E+01,4.484E+02,2.727E+00,1.224E+01,5.283E+02
fm,2.503E+00,1.353E+01,5.104E+02,2.504E+00,1.353E+01,5.104E+02,2.504E+00,1.352E+01,5.105E+02,2.509E+00,1.349E+01,5.105E+02,2.542E+00,1.330E+01,5.111E+02
fd,1.867E+00,4.371E+01,2.372E+02,2.003E+00,2.907E+01,3.211E+02,2.187E+00,2.031E+01,4.060E+02,2.459E+00,1.426E+01,4.958E+02,2.931E+00,9.644E+00,5.923E+02
Km,2.508E+00,1.347E+01,5.117E+02,2.512E+00,1.346E+01,5.112E+02,2.527E+00,1.344E+01,5.090E+02,2.591E+00,1.333E+01,4.996E+02,2.905E+00,1.282E+01,4.605E+02
Kd,1.674E+00,7.121E+01,3.182E+02,1.796E+00,4.417E+01,3.870E+02,1.966E+00,2.875E+01,4.398E+02,2.222E+00,1.874E+01,4.834E+02,2.678E+00,1.170E+01,5.204E+02
kbm,2.515E+00,1.346E+01,5.107E+02,2.515E+00,1.346E+01,5.107E+02,2.515E+00,1.346E+01,5.107E+02,2.515E+00,1.346E+01,5.107E+02,2.515E+00,1.346E+01,5.107E+02
kbd,2.515E+00,1.346E+01,5.107E+02,2.515E+00,1.346E+01,5.107E+02,2.515E+00,1.346E+01,5.107E+02,2.515E+00,1.346E+01,5.107E+02,2.515E+00,1.346E+01,5.107E+02
