,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.392E+00,7.120E+01,2.685E+02,2.781E+00,5.212E+01,3.324E+02,3.293E+00,3.931E+01,3.920E+02,4.014E+00,2.955E+01,4.505E+02,5.174E+00,2.135E+01,5.094E+02
gammam,4.922E+00,2.249E+01,5.089E+02,3.755E+00,3.146E+01,4.574E+02,3.034E+00,4.225E+01,4.039E+02,2.527E+00,5.649E+01,3.472E+02,2.145E+00,7.784E+01,2.837E+02
gammamRNA,5.125E+00,2.160E+01,5.075E+02,3.921E+00,3.051E+01,4.442E+02,3.186E+00,4.139E+01,3.811E+02,2.670E+00,5.627E+01,3.164E+02,2.280E+00,8.060E+01,2.444E+02
gammad,7.089E+00,1.379E+01,6.656E+02,6.215E+00,1.702E+01,5.539E+02,5.554E+00,2.121E+01,4.449E+02,4.998E+00,2.752E+01,3.392E+02,4.507E+00,3.910E+01,2.350E+02
alphaass,2.265E+00,7.711E+01,2.657E+02,2.675E+00,5.429E+01,3.368E+02,3.221E+00,3.994E+01,4.000E+02,4.007E+00,2.935E+01,4.598E+02,5.324E+00,2.058E+01,5.177E+02
alphadiss,5.254E+00,2.090E+01,5.154E+02,3.995E+00,2.947E+01,4.590E+02,3.229E+00,3.979E+01,4.007E+02,2.692E+00,5.367E+01,3.392E+02,2.286E+00,7.528E+01,2.704E+02
phi0,2.399E+00,7.072E+01,2.699E+02,2.820E+00,5.081E+01,3.378E+02,3.389E+00,3.763E+01,4.012E+02,4.223E+00,2.761E+01,4.637E+02,5.694E+00,1.904E+01,5.268E+02
fm,2.349E+00,5.386E+01,4.528E+02,2.350E+00,5.382E+01,4.529E+02,2.356E+00,5.362E+01,4.533E+02,2.396E+00,5.245E+01,4.559E+02,2.658E+00,4.585E+01,4.706E+02
fd,4.001E+00,6.705E+01,2.372E+02,4.287E+00,4.588E+01,3.158E+02,4.668E+00,3.334E+01,3.895E+02,5.214E+00,2.446E+01,4.635E+02,6.137E+00,1.740E+01,5.396E+02
Km,2.410E+00,4.665E+01,5.131E+02,2.428E+00,4.626E+01,5.134E+02,2.481E+00,4.519E+01,5.144E+02,2.638E+00,4.229E+01,5.169E+02,3.182E+00,3.460E+01,5.238E+02
Kd,3.631E+00,8.991E+01,3.162E+02,3.903E+00,5.976E+01,3.858E+02,4.270E+00,4.169E+01,4.407E+02,4.808E+00,2.919E+01,4.874E+02,5.739E+00,1.967E+01,5.285E+02
kbm,6.110E+00,1.754E+01,5.380E+02,6.110E+00,1.754E+01,5.380E+02,6.110E+00,1.754E+01,5.380E+02,6.110E+00,1.754E+01,5.380E+02,6.110E+00,1.754E+01,5.380E+02
kbd,6.110E+00,1.754E+01,5.380E+02,6.110E+00,1.754E+01,5.380E+02,6.110E+00,1.754E+01,5.380E+02,6.110E+00,1.754E+01,5.380E+02,6.110E+00,1.754E+01,5.380E+02
