,log10_var,log10_left_bound,log10_right_bound
beta,0.1643528557844371,0.13476209408425927,0.22793114217989452
gammam,-1.1095789811990857,-1.1797313236936509,-1.0705703451413053
gammamRNA,-0.18976748200491597,-0.2528879389520712,-0.15723477741884406
gammad,-2.899629454882437,-3.3010299956639813,-2.799453682847621
alphaass,-0.23507701535011147,-0.29367797382481475,-0.10651927258051926
alphadiss,-0.057495893831919324,-0.18680515631000877,0.005206658678305581
phi0,-1.1791420105603,-1.2080002992515393,-1.1152999594696662
fm,-1.4306260903849541,-3.0,0.5024513062479741
fd,1.8750612633917,1.8417356492864836,1.9804783224049531
Km,-1.5406075122407692,-6.0,-1.4405086460528254
Kd,-2.815308569182401,-2.8557392221127027,-2.7054915854016297
kbm,-2.673664139071249,-3.0,2.0
kbd,0.021189299069938092,-3.0,2.0
