,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.037E+00,6.935E+01,2.566E+02,2.375E+00,4.872E+01,3.315E+02,2.819E+00,3.584E+01,4.015E+02,3.444E+00,2.644E+01,4.711E+02,4.450E+00,1.881E+01,5.418E+02
gammam,4.487E+00,1.877E+01,5.334E+02,3.329E+00,2.720E+01,4.793E+02,2.645E+00,3.746E+01,4.224E+02,2.173E+00,5.132E+01,3.613E+02,1.822E+00,7.269E+01,2.924E+02
gammamRNA,4.523E+00,1.843E+01,5.456E+02,3.519E+00,2.565E+01,4.778E+02,2.893E+00,3.437E+01,4.112E+02,2.447E+00,4.598E+01,3.444E+02,2.106E+00,6.351E+01,2.744E+02
gammad,5.233E+00,1.217E+01,1.161E+03,4.770E+00,1.435E+01,9.129E+02,4.341E+00,1.750E+01,6.853E+02,3.934E+00,2.266E+01,4.814E+02,3.545E+00,3.299E+01,3.003E+02
alphaass,1.983E+00,7.063E+01,2.801E+02,2.326E+00,4.948E+01,3.533E+02,2.779E+00,3.622E+01,4.181E+02,3.421E+00,2.658E+01,4.786E+02,4.465E+00,1.877E+01,5.363E+02
alphadiss,4.437E+00,1.892E+01,5.352E+02,3.403E+00,2.678E+01,4.772E+02,2.765E+00,3.653E+01,4.163E+02,2.313E+00,5.000E+01,3.511E+02,1.972E+00,7.169E+01,2.772E+02
phi0,2.030E+00,7.004E+01,2.546E+02,2.364E+00,4.915E+01,3.295E+02,2.803E+00,3.617E+01,3.994E+02,3.418E+00,2.672E+01,4.687E+02,4.399E+00,1.908E+01,5.391E+02
fm,4.003E+00,2.154E+01,5.152E+02,4.009E+00,2.150E+01,5.153E+02,4.033E+00,2.136E+01,5.156E+02,4.123E+00,2.085E+01,5.169E+02,4.500E+00,1.894E+01,5.215E+02
fd,3.087E+00,5.934E+01,2.681E+02,3.314E+00,4.039E+01,3.547E+02,3.616E+00,2.893E+01,4.382E+02,4.053E+00,2.088E+01,5.232E+02,4.793E+00,1.459E+01,6.112E+02
Km,6.540E+00,8.977E+00,8.096E+02,6.484E+00,9.071E+00,8.078E+02,6.279E+00,9.440E+00,8.005E+02,5.703E+00,1.075E+01,7.690E+02,4.584E+00,1.563E+01,6.392E+02
Kd,2.899E+00,7.589E+01,3.059E+02,3.117E+00,4.980E+01,3.822E+02,3.410E+00,3.445E+01,4.450E+02,3.838E+00,2.400E+01,5.003E+02,4.568E+00,1.615E+01,5.502E+02
kbm,4.004E+00,2.153E+01,5.152E+02,4.004E+00,2.153E+01,5.152E+02,4.004E+00,2.153E+01,5.152E+02,4.004E+00,2.153E+01,5.152E+02,4.004E+00,2.153E+01,5.152E+02
kbd,4.004E+00,2.153E+01,5.152E+02,4.004E+00,2.153E+01,5.152E+02,4.004E+00,2.153E+01,5.152E+02,4.004E+00,2.153E+01,5.152E+02,4.004E+00,2.153E+01,5.152E+02
