,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,3.045E-01,5.069E+01,3.806E+02,3.963E-01,3.112E+01,5.791E+02,5.277E-01,2.035E+01,8.084E+02,7.297E-01,1.335E+01,1.081E+03,1.089E+00,8.322E+00,1.410E+03
gammam,1.300E+00,6.871E+00,1.452E+03,9.046E-01,1.037E+01,1.209E+03,6.804E-01,1.464E+01,9.929E+02,5.313E-01,2.023E+01,8.001E+02,4.243E-01,2.799E+01,6.281E+02
gammamRNA,1.118E+00,8.084E+00,1.429E+03,7.439E-01,1.304E+01,1.098E+03,5.366E-01,1.989E+01,8.221E+02,4.024E-01,3.037E+01,5.909E+02,3.089E-01,4.914E+01,3.913E+02
gammad,3.690E-01,3.403E+01,5.839E+02,3.688E-01,3.434E+01,5.661E+02,3.683E-01,3.510E+01,5.268E+02,3.671E-01,3.708E+01,4.481E+02,3.642E-01,4.303E+01,3.149E+02
alphaass,2.751E-01,6.914E+01,2.885E+02,3.072E-01,5.112E+01,3.793E+02,3.440E-01,4.005E+01,4.689E+02,3.865E-01,3.227E+01,5.613E+02,4.360E-01,2.642E+01,6.583E+02
alphadiss,1.116E+00,7.803E+00,1.403E+03,7.449E-01,1.260E+01,1.098E+03,5.390E-01,1.929E+01,8.319E+02,4.055E-01,2.973E+01,5.998E+02,3.123E-01,4.919E+01,3.924E+02
phi0,3.077E-01,4.955E+01,3.884E+02,4.008E-01,3.056E+01,5.879E+02,5.343E-01,2.000E+01,8.187E+02,7.404E-01,1.311E+01,1.094E+03,1.111E+00,8.140E+00,1.425E+03
fm,3.682E-01,3.519E+01,5.228E+02,3.685E-01,3.515E+01,5.230E+02,3.700E-01,3.497E+01,5.236E+02,3.790E-01,3.389E+01,5.274E+02,4.394E-01,2.809E+01,5.489E+02
fd,3.597E-01,4.987E+01,3.801E+02,3.723E-01,3.078E+01,5.892E+02,3.879E-01,2.066E+01,8.340E+02,4.075E-01,1.436E+01,1.129E+03,4.328E-01,1.013E+01,1.488E+03
Km,3.790E-01,2.539E+01,7.041E+02,3.790E-01,2.544E+01,7.028E+02,3.786E-01,2.567E+01,6.972E+02,3.772E-01,2.666E+01,6.739E+02,3.715E-01,3.151E+01,5.787E+02
Kd,3.556E-01,5.414E+01,4.452E+02,3.786E-01,2.685E+01,5.675E+02,4.126E-01,1.429E+01,6.585E+02,4.680E-01,7.652E+00,7.298E+02,5.768E-01,3.877E+00,7.868E+02
kbm,3.682E-01,3.518E+01,5.229E+02,3.682E-01,3.518E+01,5.229E+02,3.682E-01,3.518E+01,5.229E+02,3.682E-01,3.518E+01,5.229E+02,3.682E-01,3.518E+01,5.229E+02
kbd,3.682E-01,3.518E+01,5.229E+02,3.682E-01,3.518E+01,5.229E+02,3.682E-01,3.518E+01,5.229E+02,3.682E-01,3.518E+01,5.229E+02,3.682E-01,3.518E+01,5.229E+02
