,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,3.348E-01,7.111E+01,5.522E+02,4.478E-01,4.225E+01,8.517E+02,6.141E-01,2.682E+01,1.197E+03,8.787E-01,1.704E+01,1.607E+03,1.378E+00,1.013E+01,2.098E+03
gammam,1.323E+00,1.088E+01,1.708E+03,8.582E-01,1.794E+01,1.385E+03,6.042E-01,2.792E+01,1.084E+03,4.426E-01,4.356E+01,8.060E+02,3.319E-01,7.237E+01,5.447E+02
gammamRNA,1.334E+00,1.051E+01,2.065E+03,8.627E-01,1.742E+01,1.586E+03,6.075E-01,2.721E+01,1.185E+03,4.454E-01,4.261E+01,8.460E+02,3.345E-01,7.124E+01,5.513E+02
gammad,3.385E-01,6.501E+01,6.701E+02,3.377E-01,6.767E+01,6.064E+02,3.367E-01,7.185E+01,5.295E+02,3.351E-01,7.891E+01,4.391E+02,3.331E-01,9.274E+01,3.340E+02
alphaass,3.408E-01,6.843E+01,5.703E+02,4.519E-01,4.105E+01,8.466E+02,6.135E-01,2.632E+01,1.138E+03,8.666E-01,1.696E+01,1.451E+03,1.330E+00,1.033E+01,1.785E+03
alphadiss,1.351E+00,1.015E+01,1.796E+03,8.733E-01,1.680E+01,1.458E+03,6.151E-01,2.623E+01,1.141E+03,4.512E-01,4.115E+01,8.451E+02,3.390E-01,6.924E+01,5.648E+02
phi0,3.327E-01,7.208E+01,5.457E+02,4.420E-01,4.314E+01,8.378E+02,6.009E-01,2.761E+01,1.173E+03,8.498E-01,1.774E+01,1.569E+03,1.302E+00,1.079E+01,2.041E+03
fm,3.371E-01,7.008E+01,5.592E+02,3.373E-01,7.002E+01,5.594E+02,3.385E-01,6.964E+01,5.603E+02,3.465E-01,6.732E+01,5.663E+02,4.051E-01,5.412E+01,6.029E+02
fd,3.328E-01,9.696E+01,4.151E+02,3.374E-01,6.863E+01,5.699E+02,3.426E-01,5.216E+01,7.273E+02,3.483E-01,4.102E+01,8.953E+02,3.546E-01,3.291E+01,1.078E+03
Km,3.436E-01,4.939E+01,7.809E+02,3.435E-01,4.942E+01,7.804E+02,3.435E-01,4.960E+01,7.778E+02,3.431E-01,5.056E+01,7.638E+02,3.408E-01,5.645E+01,6.878E+02
Kd,3.384E-01,6.569E+01,5.743E+02,3.592E-01,3.132E+01,7.317E+02,3.905E-01,1.606E+01,8.463E+02,4.421E-01,8.289E+00,9.341E+02,5.446E-01,4.041E+00,1.003E+03
kbm,3.371E-01,7.008E+01,5.592E+02,3.371E-01,7.008E+01,5.592E+02,3.371E-01,7.008E+01,5.592E+02,3.371E-01,7.008E+01,5.592E+02,3.371E-01,7.008E+01,5.592E+02
kbd,3.371E-01,7.008E+01,5.592E+02,3.371E-01,7.008E+01,5.592E+02,3.371E-01,7.008E+01,5.592E+02,3.371E-01,7.008E+01,5.592E+02,3.371E-01,7.008E+01,5.592E+02
