,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.119E+00,7.266E+01,2.881E+02,2.493E+00,5.140E+01,3.794E+02,2.989E+00,3.798E+01,4.695E+02,3.693E+00,2.809E+01,5.632E+02,4.842E+00,1.995E+01,6.628E+02
gammam,4.982E+00,1.929E+01,6.710E+02,3.898E+00,2.615E+01,5.851E+02,3.214E+00,3.407E+01,5.037E+02,2.724E+00,4.401E+01,4.255E+02,2.348E+00,5.760E+01,3.487E+02
gammamRNA,4.697E+00,2.070E+01,6.529E+02,3.636E+00,2.868E+01,5.567E+02,2.967E+00,3.842E+01,4.660E+02,2.489E+00,5.156E+01,3.785E+02,2.125E+00,7.211E+01,2.900E+02
gammad,4.030E+00,2.519E+01,5.857E+02,3.967E+00,2.603E+01,5.549E+02,3.854E+00,2.772E+01,5.021E+02,3.658E+00,3.133E+01,4.182E+02,3.346E+00,4.023E+01,2.982E+02
alphaass,2.093E+00,7.514E+01,2.809E+02,2.465E+00,5.258E+01,3.738E+02,2.956E+00,3.867E+01,4.646E+02,3.652E+00,2.852E+01,5.587E+02,4.783E+00,2.025E+01,6.584E+02
alphadiss,5.014E+00,1.914E+01,6.731E+02,3.758E+00,2.745E+01,5.704E+02,3.014E+00,3.752E+01,4.738E+02,2.498E+00,5.127E+01,3.809E+02,2.112E+00,7.339E+01,2.865E+02
phi0,2.157E+00,6.955E+01,2.988E+02,2.539E+00,4.974E+01,3.888E+02,3.047E+00,3.690E+01,4.784E+02,3.772E+00,2.731E+01,5.718E+02,4.975E+00,1.932E+01,6.712E+02
fm,4.060E+00,2.482E+01,6.008E+02,4.061E+00,2.481E+01,6.008E+02,4.066E+00,2.477E+01,6.010E+02,4.100E+00,2.453E+01,6.017E+02,4.342E+00,2.298E+01,6.066E+02
fd,3.297E+00,5.851E+01,3.147E+02,3.533E+00,4.041E+01,4.248E+02,3.850E+00,2.917E+01,5.392E+02,4.311E+00,2.116E+01,6.631E+02,5.105E+00,1.481E+01,7.992E+02
Km,4.093E+00,2.426E+01,6.097E+02,4.090E+00,2.430E+01,6.090E+02,4.077E+00,2.451E+01,6.056E+02,4.021E+00,2.551E+01,5.901E+02,3.791E+00,3.073E+01,5.195E+02
Kd,2.917E+00,9.564E+01,3.989E+02,3.128E+00,6.244E+01,4.755E+02,3.416E+00,4.239E+01,5.350E+02,3.843E+00,2.878E+01,5.846E+02,4.582E+00,1.878E+01,6.271E+02
kbm,4.060E+00,2.482E+01,6.008E+02,4.060E+00,2.482E+01,6.008E+02,4.060E+00,2.482E+01,6.008E+02,4.060E+00,2.482E+01,6.008E+02,4.060E+00,2.482E+01,6.008E+02
kbd,4.060E+00,2.482E+01,6.008E+02,4.060E+00,2.482E+01,6.008E+02,4.060E+00,2.482E+01,6.008E+02,4.060E+00,2.482E+01,6.008E+02,4.060E+00,2.482E+01,6.008E+02
