,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,7.966E-01,8.000E+01,4.276E+02,1.002E+00,5.161E+01,5.849E+02,1.289E+00,3.503E+01,7.429E+02,1.720E+00,2.377E+01,9.093E+02,2.473E+00,1.530E+01,1.088E+03
gammam,2.500E+00,1.715E+01,8.272E+02,1.660E+00,2.723E+01,7.413E+02,1.196E+00,4.068E+01,6.478E+02,8.959E-01,6.046E+01,5.443E+02,6.868E-01,9.424E+01,4.237E+02
gammamRNA,2.577E+00,1.458E+01,1.105E+03,1.764E+00,2.301E+01,9.231E+02,1.312E+00,3.416E+01,7.537E+02,1.015E+00,5.053E+01,5.932E+02,8.037E-01,7.846E+01,4.341E+02
gammad,1.126E+00,2.555E+01,3.171E+03,1.115E+00,2.688E+01,2.498E+03,1.096E+00,2.937E+01,1.815E+03,1.066E+00,3.449E+01,1.190E+03,1.019E+00,4.722E+01,6.631E+02
alphaass,6.991E-01,9.140E+01,4.312E+02,9.075E-01,5.935E+01,5.491E+02,1.205E+00,4.025E+01,6.508E+02,1.662E+00,2.715E+01,7.429E+02,2.478E+00,1.728E+01,8.277E+02
alphadiss,2.532E+00,1.688E+01,8.314E+02,1.685E+00,2.671E+01,7.464E+02,1.216E+00,3.978E+01,6.537E+02,9.123E-01,5.890E+01,5.511E+02,7.002E-01,9.113E+01,4.320E+02
phi0,8.059E-01,7.799E+01,4.360E+02,1.011E+00,5.086E+01,5.906E+02,1.296E+00,3.475E+01,7.463E+02,1.723E+00,2.371E+01,9.103E+02,2.463E+00,1.537E+01,1.086E+03
fm,1.010E+00,5.094E+01,5.900E+02,1.010E+00,5.094E+01,5.900E+02,1.010E+00,5.091E+01,5.901E+02,1.013E+00,5.076E+01,5.904E+02,1.029E+00,4.975E+01,5.929E+02
fd,9.559E-01,9.736E+01,3.569E+02,9.743E-01,7.382E+01,4.467E+02,9.946E-01,5.878E+01,5.315E+02,1.017E+00,4.797E+01,6.157E+02,1.042E+00,3.974E+01,7.012E+02
Km,1.011E+00,5.014E+01,5.999E+02,1.011E+00,5.024E+01,5.987E+02,1.011E+00,5.063E+01,5.939E+02,1.008E+00,5.218E+01,5.751E+02,9.968E-01,5.923E+01,5.029E+02
Kd,9.633E-01,7.880E+01,4.972E+02,1.031E+00,4.369E+01,6.203E+02,1.128E+00,2.572E+01,7.140E+02,1.279E+00,1.522E+01,7.898E+02,1.560E+00,8.594E+00,8.527E+02
kbm,1.010E+00,5.094E+01,5.900E+02,1.010E+00,5.094E+01,5.900E+02,1.010E+00,5.094E+01,5.900E+02,1.010E+00,5.094E+01,5.900E+02,1.010E+00,5.094E+01,5.900E+02
kbd,1.010E+00,5.094E+01,5.900E+02,1.010E+00,5.094E+01,5.900E+02,1.010E+00,5.094E+01,5.900E+02,1.010E+00,5.094E+01,5.900E+02,1.010E+00,5.094E+01,5.900E+02
