,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.568E+00,9.241E+01,4.006E+02,3.056E+00,6.457E+01,5.306E+02,3.716E+00,4.699E+01,6.604E+02,4.679E+00,3.406E+01,7.965E+02,6.354E+00,2.335E+01,9.420E+02
gammam,5.951E+00,2.531E+01,9.025E+02,4.459E+00,3.639E+01,7.639E+02,3.564E+00,5.010E+01,6.326E+02,2.940E+00,6.920E+01,5.055E+02,2.474E+00,1.009E+02,3.747E+02
gammamRNA,5.908E+00,2.545E+01,9.116E+02,4.454E+00,3.636E+01,7.691E+02,3.573E+00,4.987E+01,6.354E+02,2.957E+00,6.862E+01,5.071E+02,2.494E+00,9.954E+01,3.765E+02
gammad,3.347E+00,5.584E+01,5.776E+02,3.329E+00,5.793E+01,5.348E+02,3.302E+00,6.138E+01,4.775E+02,3.263E+00,6.747E+01,4.036E+02,3.207E+00,7.994E+01,3.103E+02
alphaass,2.497E+00,9.998E+01,3.769E+02,2.862E+00,7.320E+01,4.840E+02,3.320E+00,5.606E+01,5.872E+02,3.915E+00,4.345E+01,6.918E+02,4.739E+00,3.341E+01,8.000E+02
alphadiss,6.131E+00,2.426E+01,9.201E+02,4.574E+00,3.501E+01,7.810E+02,3.653E+00,4.817E+01,6.490E+02,3.015E+00,6.627E+01,5.214E+02,2.540E+00,9.558E+01,3.914E+02
phi0,2.590E+00,9.054E+01,4.075E+02,3.074E+00,6.390E+01,5.347E+02,3.726E+00,4.680E+01,6.621E+02,4.672E+00,3.413E+01,7.957E+02,6.295E+00,2.360E+01,9.383E+02
fm,3.313E+00,5.604E+01,5.915E+02,3.314E+00,5.600E+01,5.916E+02,3.323E+00,5.579E+01,5.921E+02,3.377E+00,5.463E+01,5.952E+02,3.719E+00,4.821E+01,6.124E+02
fd,3.182E+00,7.670E+01,4.518E+02,3.408E+00,5.076E+01,6.340E+02,3.711E+00,3.546E+01,8.284E+02,4.152E+00,2.498E+01,1.044E+03,4.900E+00,1.706E+01,1.287E+03
Km,3.393E+00,4.951E+01,6.538E+02,3.392E+00,4.958E+01,6.530E+02,3.390E+00,4.989E+01,6.494E+02,3.379E+00,5.128E+01,6.336E+02,3.335E+00,5.827E+01,5.649E+02
Kd,2.995E+00,1.052E+02,4.628E+02,3.211E+00,6.797E+01,5.545E+02,3.507E+00,4.574E+01,6.263E+02,3.946E+00,3.080E+01,6.863E+02,4.704E+00,1.995E+01,7.378E+02
kbm,3.353E+00,5.513E+01,5.939E+02,3.353E+00,5.513E+01,5.939E+02,3.353E+00,5.513E+01,5.939E+02,3.353E+00,5.513E+01,5.939E+02,3.353E+00,5.513E+01,5.939E+02
kbd,3.353E+00,5.513E+01,5.939E+02,3.353E+00,5.513E+01,5.939E+02,3.353E+00,5.513E+01,5.939E+02,3.353E+00,5.513E+01,5.939E+02,3.353E+00,5.513E+01,5.939E+02
