,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.774E+00,9.831E+01,4.765E+02,2.170E+00,6.609E+01,6.440E+02,2.715E+00,4.648E+01,8.126E+02,3.531E+00,3.254E+01,9.904E+02,4.985E+00,2.142E+01,1.181E+03
gammam,4.533E+00,2.480E+01,1.006E+03,3.313E+00,3.637E+01,8.722E+02,2.579E+00,5.111E+01,7.384E+02,2.074E+00,7.192E+01,6.024E+02,1.701E+00,1.062E+02,4.575E+02
gammamRNA,4.785E+00,2.246E+01,1.162E+03,3.449E+00,3.354E+01,9.755E+02,2.675E+00,4.751E+01,8.017E+02,2.149E+00,6.719E+01,6.364E+02,1.765E+00,9.954E+01,4.717E+02
gammad,2.025E+00,6.496E+01,8.228E+02,2.012E+00,6.869E+01,7.258E+02,1.997E+00,7.429E+01,6.192E+02,1.977E+00,8.332E+01,5.042E+02,1.951E+00,1.003E+02,3.790E+02
alphaass,1.577E+00,1.335E+02,3.796E+02,1.721E+00,1.048E+02,4.609E+02,1.883E+00,8.600E+01,5.334E+02,2.068E+00,7.206E+01,6.020E+02,2.282E+00,6.106E+01,6.687E+02
alphadiss,4.630E+00,2.374E+01,1.032E+03,3.377E+00,3.492E+01,8.949E+02,2.631E+00,4.911E+01,7.579E+02,2.118E+00,6.910E+01,6.187E+02,1.741E+00,1.019E+02,4.709E+02
phi0,1.749E+00,1.017E+02,4.634E+02,2.140E+00,6.772E+01,6.329E+02,2.678E+00,4.743E+01,8.025E+02,3.480E+00,3.315E+01,9.812E+02,4.899E+00,2.186E+01,1.173E+03
fm,1.990E+00,7.734E+01,5.742E+02,1.991E+00,7.727E+01,5.744E+02,1.997E+00,7.691E+01,5.752E+02,2.037E+00,7.482E+01,5.799E+02,2.295E+00,6.356E+01,6.062E+02
fd,1.979E+00,8.115E+01,5.520E+02,2.123E+00,4.886E+01,8.207E+02,2.323E+00,3.151E+01,1.114E+03,2.627E+00,2.051E+01,1.447E+03,3.176E+00,1.281E+01,1.829E+03
Km,2.041E+00,6.226E+01,6.983E+02,2.041E+00,6.236E+01,6.974E+02,2.039E+00,6.275E+01,6.936E+02,2.032E+00,6.447E+01,6.770E+02,2.002E+00,7.287E+01,6.063E+02
Kd,1.923E+00,1.019E+02,5.092E+02,2.063E+00,6.069E+01,6.277E+02,2.260E+00,3.811E+01,7.189E+02,2.562E+00,2.399E+01,7.939E+02,3.112E+00,1.441E+01,8.573E+02
kbm,1.989E+00,7.735E+01,5.742E+02,1.989E+00,7.735E+01,5.742E+02,1.989E+00,7.735E+01,5.742E+02,1.989E+00,7.735E+01,5.742E+02,1.989E+00,7.735E+01,5.742E+02
kbd,1.989E+00,7.735E+01,5.742E+02,1.989E+00,7.735E+01,5.742E+02,1.989E+00,7.735E+01,5.742E+02,1.989E+00,7.735E+01,5.742E+02,1.989E+00,7.735E+01,5.742E+02
