,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.588E+00,9.380E+01,4.619E+02,1.897E+00,6.057E+01,6.613E+02,2.312E+00,4.187E+01,8.665E+02,2.911E+00,2.922E+01,1.088E+03,3.906E+00,1.963E+01,1.331E+03
gammam,3.976E+00,1.938E+01,1.277E+03,2.954E+00,2.883E+01,1.061E+03,2.344E+00,4.116E+01,8.596E+02,1.922E+00,5.914E+01,6.683E+02,1.609E+00,9.006E+01,4.795E+02
gammamRNA,4.038E+00,1.883E+01,1.355E+03,2.979E+00,2.826E+01,1.109E+03,2.356E+00,4.057E+01,8.854E+02,1.928E+00,5.858E+01,6.785E+02,1.611E+00,8.989E+01,4.790E+02
gammad,1.680E+00,7.958E+01,5.360E+02,1.676E+00,8.303E+01,4.916E+02,1.671E+00,8.813E+01,4.391E+02,1.665E+00,9.618E+01,3.774E+02,1.657E+00,1.109E+02,3.035E+02
alphaass,1.658E+00,8.357E+01,5.096E+02,1.965E+00,5.351E+01,7.267E+02,2.377E+00,3.673E+01,9.457E+02,2.975E+00,2.551E+01,1.174E+03,3.992E+00,1.700E+01,1.416E+03
alphadiss,3.954E+00,1.721E+01,1.409E+03,2.968E+00,2.560E+01,1.172E+03,2.380E+00,3.663E+01,9.473E+02,1.973E+00,5.300E+01,7.319E+02,1.669E+00,8.180E+01,5.188E+02
phi0,1.603E+00,9.114E+01,4.734E+02,1.910E+00,5.972E+01,6.686E+02,2.320E+00,4.162E+01,8.700E+02,2.908E+00,2.927E+01,1.087E+03,3.874E+00,1.985E+01,1.325E+03
fm,1.660E+00,8.163E+01,5.243E+02,1.664E+00,8.135E+01,5.249E+02,1.679E+00,8.020E+01,5.275E+02,1.745E+00,7.571E+01,5.378E+02,2.064E+00,5.961E+01,5.776E+02
fd,1.695E+00,7.326E+01,5.711E+02,1.822E+00,4.299E+01,8.918E+02,1.997E+00,2.744E+01,1.255E+03,2.257E+00,1.784E+01,1.679E+03,2.713E+00,1.124E+01,2.177E+03
Km,2.189E+00,1.878E+01,1.737E+03,2.185E+00,1.889E+01,1.730E+03,2.171E+00,1.930E+01,1.704E+03,2.123E+00,2.083E+01,1.614E+03,1.973E+00,2.780E+01,1.300E+03
Kd,1.683E+00,7.892E+01,5.324E+02,1.810E+00,4.720E+01,6.904E+02,1.987E+00,3.002E+01,8.257E+02,2.250E+00,1.929E+01,9.464E+02,2.715E+00,1.196E+01,1.056E+03
kbm,1.680E+00,8.019E+01,5.275E+02,1.680E+00,8.019E+01,5.275E+02,1.680E+00,8.019E+01,5.275E+02,1.680E+00,8.019E+01,5.275E+02,1.680E+00,8.019E+01,5.275E+02
kbd,1.680E+00,8.019E+01,5.275E+02,1.680E+00,8.019E+01,5.275E+02,1.680E+00,8.019E+01,5.275E+02,1.680E+00,8.019E+01,5.275E+02,1.680E+00,8.019E+01,5.275E+02
