,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,5.957E-01,6.995E+01,4.637E+02,7.632E-01,4.454E+01,6.738E+02,1.001E+00,2.990E+01,9.063E+02,1.364E+00,2.005E+01,1.173E+03,2.016E+00,1.268E+01,1.482E+03
gammam,1.962E+00,1.324E+01,1.350E+03,1.341E+00,2.069E+01,1.096E+03,9.879E-01,3.068E+01,8.658E+02,7.552E-01,4.549E+01,6.560E+02,5.905E-01,7.109E+01,4.592E+02
gammamRNA,2.011E+00,1.272E+01,1.480E+03,1.359E+00,2.015E+01,1.169E+03,9.955E-01,3.012E+01,9.018E+02,7.583E-01,4.500E+01,6.684E+02,5.913E-01,7.109E+01,4.573E+02
gammad,6.353E-01,6.279E+01,4.903E+02,6.339E-01,6.553E+01,4.468E+02,6.321E-01,6.966E+01,3.954E+02,6.298E-01,7.633E+01,3.355E+02,6.267E-01,8.880E+01,2.649E+02
alphaass,5.882E-01,7.210E+01,4.533E+02,7.524E-01,4.541E+01,6.583E+02,9.842E-01,3.039E+01,8.761E+02,1.336E+00,2.041E+01,1.115E+03,1.956E+00,1.302E+01,1.377E+03
alphadiss,2.010E+00,1.264E+01,1.393E+03,1.358E+00,2.002E+01,1.126E+03,9.942E-01,2.997E+01,8.841E+02,7.570E-01,4.496E+01,6.633E+02,5.899E-01,7.165E+01,4.557E+02
phi0,5.848E-01,7.283E+01,4.478E+02,7.511E-01,4.570E+01,6.602E+02,9.874E-01,3.046E+01,8.947E+02,1.350E+00,2.031E+01,1.164E+03,2.001E+00,1.279E+01,1.476E+03
fm,6.238E-01,6.299E+01,5.151E+02,6.241E-01,6.295E+01,5.152E+02,6.258E-01,6.270E+01,5.159E+02,6.375E-01,6.104E+01,5.202E+02,7.255E-01,5.091E+01,5.481E+02
fd,6.396E-01,5.677E+01,5.561E+02,6.732E-01,3.346E+01,8.789E+02,7.178E-01,2.122E+01,1.271E+03,7.804E-01,1.377E+01,1.759E+03,8.749E-01,8.874E+00,2.369E+03
Km,6.318E-01,5.348E+01,5.993E+02,6.321E-01,5.397E+01,5.936E+02,6.329E-01,5.522E+01,5.794E+02,6.348E-01,5.857E+01,5.445E+02,6.395E-01,6.906E+01,4.582E+02
Kd,6.274E-01,7.226E+01,4.871E+02,6.684E-01,3.829E+01,6.038E+02,7.282E-01,2.153E+01,6.898E+02,8.232E-01,1.214E+01,7.572E+02,1.003E+00,6.510E+00,8.112E+02
kbm,6.361E-01,6.123E+01,5.197E+02,6.361E-01,6.123E+01,5.197E+02,6.361E-01,6.123E+01,5.197E+02,6.361E-01,6.123E+01,5.197E+02,6.361E-01,6.123E+01,5.197E+02
kbd,6.361E-01,6.123E+01,5.197E+02,6.361E-01,6.123E+01,5.197E+02,6.361E-01,6.123E+01,5.197E+02,6.361E-01,6.123E+01,5.197E+02,6.361E-01,6.123E+01,5.197E+02
