,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,9.827E+00,1.475E+02,3.653E+02,1.085E+01,1.104E+02,4.525E+02,1.213E+01,8.674E+01,5.274E+02,1.382E+01,6.874E+01,5.976E+02,1.632E+01,5.352E+01,6.656E+02
gammam,1.646E+01,5.446E+01,6.330E+02,1.371E+01,7.070E+01,5.792E+02,1.188E+01,8.963E+01,5.217E+02,1.051E+01,1.141E+02,4.580E+02,9.433E+00,1.508E+02,3.816E+02
gammamRNA,1.617E+01,5.421E+01,6.624E+02,1.372E+01,6.959E+01,5.940E+02,1.205E+01,8.790E+01,5.233E+02,1.078E+01,1.122E+02,4.476E+02,9.766E+00,1.510E+02,3.585E+02
gammad,1.771E+01,3.454E+01,1.499E+03,1.585E+01,4.189E+01,1.221E+03,1.443E+01,5.131E+01,9.618E+02,1.324E+01,6.521E+01,7.201E+02,1.219E+01,9.023E+01,4.907E+02
alphaass,1.010E+01,1.379E+02,3.908E+02,1.116E+01,1.043E+02,4.733E+02,1.249E+01,8.202E+01,5.444E+02,1.428E+01,6.480E+01,6.099E+02,1.699E+01,5.001E+01,6.721E+02
alphadiss,1.837E+01,4.505E+01,6.928E+02,1.490E+01,6.055E+01,6.275E+02,1.282E+01,7.805E+01,5.587E+02,1.133E+01,1.006E+02,4.843E+02,1.018E+01,1.343E+02,3.983E+02
phi0,1.017E+01,1.315E+02,3.991E+02,1.131E+01,1.002E+02,4.826E+02,1.278E+01,7.865E+01,5.574E+02,1.482E+01,6.161E+01,6.286E+02,1.814E+01,4.642E+01,6.983E+02
fm,1.216E+01,8.531E+01,5.372E+02,1.220E+01,8.493E+01,5.379E+02,1.232E+01,8.378E+01,5.398E+02,1.272E+01,8.029E+01,5.456E+02,1.418E+01,6.987E+01,5.628E+02
fd,1.142E+01,1.181E+02,4.213E+02,1.223E+01,8.737E+01,5.230E+02,1.331E+01,6.701E+01,6.166E+02,1.485E+01,5.148E+01,7.076E+02,1.753E+01,3.803E+01,7.981E+02
Km,1.727E+01,3.736E+01,9.139E+02,1.523E+01,4.708E+01,8.100E+02,1.381E+01,5.920E+01,6.985E+02,1.269E+01,7.642E+01,5.777E+02,1.176E+01,1.058E+02,4.412E+02
Kd,1.117E+01,1.277E+02,4.192E+02,1.191E+01,9.586E+01,5.007E+02,1.286E+01,7.439E+01,5.709E+02,1.417E+01,5.802E+01,6.351E+02,1.620E+01,4.430E+01,6.954E+02
kbm,1.241E+01,8.295E+01,5.411E+02,1.241E+01,8.295E+01,5.411E+02,1.241E+01,8.295E+01,5.411E+02,1.241E+01,8.295E+01,5.411E+02,1.241E+01,8.295E+01,5.411E+02
kbd,1.241E+01,8.295E+01,5.411E+02,1.241E+01,8.295E+01,5.411E+02,1.241E+01,8.295E+01,5.411E+02,1.241E+01,8.295E+01,5.411E+02,1.241E+01,8.295E+01,5.411E+02
