,log10_var,log10_left_bound,log10_right_bound
beta,-1.2781893847874535,-1.4332658841495238,-1.0585176735902364
gammam,-1.4034029043735399,-1.6248060172436154,-1.2416826478148701
gammamRNA,-0.9546770212133425,-1.1743894505751904,-0.7981501503739928
gammad,-3.109020403010311,-3.3010299956639813,-1.9597690505886765
alphaass,-0.23732143627256383,-0.5574954722621176,0.0
alphadiss,1.7371926427047373,1.288454667761027,2.057827323267988
phi0,-0.5800442515102421,-0.7325785604300403,-0.3609365525703453
fm,0.4578818967339923,-3.0,2.0
fd,1.9698816437464999,1.8097194423367007,2.0
Km,-4.7423214251308154,-6.0,-2.0231521146775298
Kd,-2.028260409112222,-2.3269166088176507,-1.583793943401311
kbm,-2.779891911959945,-3.0,2.0
kbd,-2.5606673061697376,-3.0,2.0
