,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.147E+00,5.289E+01,2.295E+02,1.382E+00,3.614E+01,3.086E+02,1.700E+00,2.588E+01,3.873E+02,2.167E+00,1.850E+01,4.699E+02,2.973E+00,1.254E+01,5.583E+02
gammam,2.864E+00,1.314E+01,5.439E+02,2.113E+00,1.908E+01,4.660E+02,1.665E+00,2.643E+01,3.908E+02,1.356E+00,3.655E+01,3.171E+02,1.127E+00,5.261E+01,2.417E+02
gammamRNA,2.928E+00,1.277E+01,5.546E+02,2.175E+00,1.841E+01,4.711E+02,1.726E+00,2.531E+01,3.928E+02,1.415E+00,3.465E+01,3.181E+02,1.184E+00,4.909E+01,2.439E+02
gammad,2.499E+00,1.481E+01,6.052E+02,2.440E+00,1.570E+01,5.315E+02,2.353E+00,1.727E+01,4.391E+02,2.228E+00,2.025E+01,3.323E+02,2.060E+00,2.696E+01,2.178E+02
alphaass,1.131E+00,5.407E+01,2.348E+02,1.359E+00,3.706E+01,3.125E+02,1.665E+00,2.665E+01,3.877E+02,2.107E+00,1.918E+01,4.642E+02,2.845E+00,1.322E+01,5.433E+02
alphadiss,2.845E+00,1.322E+01,5.433E+02,2.109E+00,1.916E+01,4.645E+02,1.667E+00,2.659E+01,3.882E+02,1.361E+00,3.695E+01,3.131E+02,1.133E+00,5.385E+01,2.356E+02
phi0,1.151E+00,5.248E+01,2.310E+02,1.374E+00,3.649E+01,3.064E+02,1.673E+00,2.651E+01,3.815E+02,2.101E+00,1.928E+01,4.599E+02,2.799E+00,1.347E+01,5.434E+02
fm,2.345E+00,1.666E+01,5.011E+02,2.346E+00,1.665E+01,5.012E+02,2.353E+00,1.660E+01,5.013E+02,2.386E+00,1.634E+01,5.022E+02,2.577E+00,1.499E+01,5.068E+02
fd,1.922E+00,4.308E+01,2.471E+02,2.056E+00,2.909E+01,3.367E+02,2.236E+00,2.062E+01,4.299E+02,2.495E+00,1.472E+01,5.306E+02,2.925E+00,1.021E+01,6.409E+02
Km,2.435E+00,1.493E+01,5.390E+02,2.435E+00,1.494E+01,5.387E+02,2.434E+00,1.499E+01,5.369E+02,2.428E+00,1.533E+01,5.264E+02,2.395E+00,1.754E+01,4.655E+02
Kd,1.717E+00,7.144E+01,3.212E+02,1.844E+00,4.433E+01,3.910E+02,2.020E+00,2.884E+01,4.449E+02,2.287E+00,1.878E+01,4.894E+02,2.769E+00,1.168E+01,5.273E+02
kbm,2.415E+00,1.612E+01,5.030E+02,2.415E+00,1.612E+01,5.030E+02,2.415E+00,1.612E+01,5.030E+02,2.415E+00,1.612E+01,5.030E+02,2.415E+00,1.612E+01,5.030E+02
kbd,2.415E+00,1.612E+01,5.030E+02,2.415E+00,1.612E+01,5.030E+02,2.415E+00,1.612E+01,5.030E+02,2.415E+00,1.612E+01,5.030E+02,2.415E+00,1.612E+01,5.030E+02
