,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,6.635E-01,4.745E+01,2.219E+02,8.150E-01,3.155E+01,3.037E+02,1.022E+00,2.211E+01,3.859E+02,1.325E+00,1.553E+01,4.728E+02,1.833E+00,1.044E+01,5.663E+02
gammam,1.875E+00,1.024E+01,5.579E+02,1.311E+00,1.562E+01,4.797E+02,9.892E-01,2.257E+01,4.021E+02,7.744E-01,3.252E+01,3.242E+02,6.198E-01,4.911E+01,2.427E+02
gammamRNA,1.931E+00,9.825E+00,5.792E+02,1.366E+00,1.492E+01,4.825E+02,1.043E+00,2.147E+01,3.930E+02,8.257E-01,3.085E+01,3.086E+02,6.684E-01,4.665E+01,2.250E+02
gammad,1.646E+00,1.024E+01,1.075E+03,1.628E+00,1.056E+01,9.474E+02,1.594E+00,1.126E+01,7.596E+02,1.528E+00,1.288E+01,5.289E+02,1.416E+00,1.737E+01,2.962E+02
alphaass,6.326E-01,4.901E+01,2.408E+02,7.860E-01,3.237E+01,3.229E+02,9.980E-01,2.250E+01,4.012E+02,1.313E+00,1.564E+01,4.790E+02,1.856E+00,1.034E+01,5.571E+02
alphadiss,1.841E+00,1.043E+01,5.556E+02,1.304E+00,1.577E+01,4.772E+02,9.914E-01,2.271E+01,3.992E+02,7.808E-01,3.273E+01,3.206E+02,6.283E-01,4.978E+01,2.379E+02
phi0,6.794E-01,4.493E+01,2.320E+02,8.381E-01,3.008E+01,3.142E+02,1.057E+00,2.106E+01,3.977E+02,1.383E+00,1.469E+01,4.864E+02,1.954E+00,9.692E+00,5.821E+02
fm,1.521E+00,1.305E+01,5.154E+02,1.521E+00,1.305E+01,5.154E+02,1.525E+00,1.301E+01,5.155E+02,1.547E+00,1.281E+01,5.163E+02,1.677E+00,1.173E+01,5.203E+02
fd,1.214E+00,3.935E+01,2.368E+02,1.303E+00,2.467E+01,3.389E+02,1.425E+00,1.646E+01,4.466E+02,1.608E+00,1.108E+01,5.650E+02,1.932E+00,7.162E+00,6.969E+02
Km,1.563E+00,1.195E+01,5.496E+02,1.561E+00,1.198E+01,5.485E+02,1.556E+00,1.213E+01,5.438E+02,1.533E+00,1.274E+01,5.241E+02,1.448E+00,1.581E+01,4.434E+02
Kd,1.109E+00,6.230E+01,3.286E+02,1.188E+00,3.714E+01,4.023E+02,1.299E+00,2.327E+01,4.590E+02,1.468E+00,1.462E+01,5.055E+02,1.773E+00,8.785E+00,5.447E+02
kbm,1.524E+00,1.302E+01,5.155E+02,1.524E+00,1.302E+01,5.155E+02,1.524E+00,1.302E+01,5.155E+02,1.524E+00,1.302E+01,5.155E+02,1.524E+00,1.302E+01,5.155E+02
kbd,1.524E+00,1.302E+01,5.155E+02,1.524E+00,1.302E+01,5.155E+02,1.524E+00,1.302E+01,5.155E+02,1.524E+00,1.302E+01,5.155E+02,1.524E+00,1.302E+01,5.155E+02
