,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.044E+00,6.226E+01,2.743E+02,1.271E+00,4.199E+01,3.637E+02,1.581E+00,2.965E+01,4.506E+02,2.036E+00,2.092E+01,5.395E+02,2.814E+00,1.403E+01,6.325E+02
gammam,2.574E+00,1.604E+01,5.729E+02,1.825E+00,2.401E+01,5.106E+02,1.384E+00,3.428E+01,4.446E+02,1.085E+00,4.888E+01,3.733E+02,8.690E-01,7.302E+01,2.917E+02
gammamRNA,2.755E+00,1.439E+01,6.272E+02,2.014E+00,2.122E+01,5.359E+02,1.572E+00,2.990E+01,4.485E+02,1.269E+00,4.211E+01,3.630E+02,1.045E+00,6.206E+01,2.749E+02
gammad,2.216E+00,1.428E+01,1.247E+03,2.139E+00,1.580E+01,9.801E+02,2.044E+00,1.827E+01,7.330E+02,1.929E+00,2.267E+01,5.117E+02,1.795E+00,3.210E+01,3.164E+02
alphaass,8.811E-01,7.147E+01,2.946E+02,1.104E+00,4.774E+01,3.770E+02,1.413E+00,3.336E+01,4.492E+02,1.875E+00,2.323E+01,5.162E+02,2.677E+00,1.534E+01,5.794E+02
alphadiss,2.733E+00,1.499E+01,5.824E+02,1.901E+00,2.286E+01,5.190E+02,1.427E+00,3.291E+01,4.519E+02,1.112E+00,4.717E+01,3.794E+02,8.863E-01,7.059E+01,2.971E+02
phi0,1.053E+00,6.094E+01,2.788E+02,1.283E+00,4.127E+01,3.679E+02,1.598E+00,2.918E+01,4.547E+02,2.063E+00,2.057E+01,5.437E+02,2.864E+00,1.375E+01,6.368E+02
fm,1.848E+00,2.355E+01,5.194E+02,1.848E+00,2.355E+01,5.194E+02,1.849E+00,2.354E+01,5.194E+02,1.854E+00,2.347E+01,5.197E+02,1.890E+00,2.297E+01,5.211E+02
fd,1.659E+00,5.025E+01,3.030E+02,1.780E+00,3.240E+01,4.143E+02,1.944E+00,2.199E+01,5.278E+02,2.187E+00,1.502E+01,6.482E+02,2.609E+00,9.890E+00,7.783E+02
Km,1.857E+00,2.328E+01,5.237E+02,1.866E+00,2.317E+01,5.236E+02,1.895E+00,2.282E+01,5.233E+02,1.987E+00,2.179E+01,5.223E+02,2.327E+00,1.869E+01,5.193E+02
Kd,1.552E+00,7.152E+01,3.533E+02,1.668E+00,4.349E+01,4.336E+02,1.829E+00,2.781E+01,4.960E+02,2.074E+00,1.783E+01,5.478E+02,2.520E+00,1.091E+01,5.920E+02
kbm,1.936E+00,2.235E+01,5.228E+02,1.936E+00,2.235E+01,5.228E+02,1.936E+00,2.235E+01,5.228E+02,1.936E+00,2.235E+01,5.228E+02,1.936E+00,2.235E+01,5.228E+02
kbd,1.936E+00,2.235E+01,5.228E+02,1.936E+00,2.235E+01,5.228E+02,1.936E+00,2.235E+01,5.228E+02,1.936E+00,2.235E+01,5.228E+02,1.936E+00,2.235E+01,5.228E+02
