,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,5.222E-01,7.267E+01,4.181E+02,6.729E-01,4.578E+01,5.908E+02,8.869E-01,3.051E+01,7.704E+02,1.213E+00,2.034E+01,9.657E+02,1.790E+00,1.287E+01,1.182E+03
gammam,1.874E+00,1.334E+01,9.192E+02,1.222E+00,2.158E+01,8.059E+02,8.672E-01,3.276E+01,6.867E+02,6.409E-01,4.948E+01,5.605E+02,4.850E-01,7.858E+01,4.215E+02
gammamRNA,1.900E+00,1.203E+01,1.211E+03,1.270E+00,1.924E+01,9.929E+02,9.229E-01,2.890E+01,7.958E+02,6.983E-01,4.319E+01,6.151E+02,5.410E-01,6.750E+01,4.431E+02
gammad,7.018E-01,3.152E+01,1.592E+03,6.934E-01,3.332E+01,1.317E+03,6.807E-01,3.646E+01,1.023E+03,6.621E-01,4.237E+01,7.313E+02,6.352E-01,5.574E+01,4.561E+02
alphaass,5.275E-01,6.741E+01,4.665E+02,6.889E-01,4.459E+01,5.926E+02,9.210E-01,3.035E+01,7.095E+02,1.281E+00,2.042E+01,8.205E+02,1.937E+00,1.286E+01,9.265E+02
alphadiss,1.908E+00,1.308E+01,9.232E+02,1.245E+00,2.112E+01,8.117E+02,8.810E-01,3.210E+01,6.928E+02,6.480E-01,4.869E+01,5.655E+02,4.873E-01,7.788E+01,4.241E+02
phi0,5.280E-01,7.097E+01,4.260E+02,6.794E-01,4.509E+01,5.970E+02,8.939E-01,3.018E+01,7.754E+02,1.221E+00,2.019E+01,9.694E+02,1.797E+00,1.281E+01,1.184E+03
fm,6.467E-01,4.882E+01,5.648E+02,6.467E-01,4.882E+01,5.648E+02,6.467E-01,4.882E+01,5.648E+02,6.468E-01,4.882E+01,5.648E+02,6.471E-01,4.878E+01,5.649E+02
fd,6.225E-01,8.477E+01,3.609E+02,6.375E-01,5.836E+01,4.911E+02,6.548E-01,4.315E+01,6.199E+02,6.749E-01,3.294E+01,7.543E+02,6.984E-01,2.559E+01,8.976E+02
Km,6.470E-01,4.878E+01,5.650E+02,6.480E-01,4.875E+01,5.645E+02,6.528E-01,4.857E+01,5.621E+02,6.776E-01,4.768E+01,5.506E+02,8.235E-01,4.303E+01,4.970E+02
Kd,6.232E-01,7.411E+01,4.852E+02,6.640E-01,3.887E+01,6.040E+02,7.235E-01,2.172E+01,6.909E+02,8.183E-01,1.219E+01,7.586E+02,9.980E-01,6.504E+00,8.127E+02
kbm,6.472E-01,4.878E+01,5.649E+02,6.472E-01,4.878E+01,5.649E+02,6.472E-01,4.878E+01,5.649E+02,6.472E-01,4.878E+01,5.649E+02,6.472E-01,4.878E+01,5.649E+02
kbd,6.472E-01,4.878E+01,5.649E+02,6.472E-01,4.878E+01,5.649E+02,6.472E-01,4.878E+01,5.649E+02,6.472E-01,4.878E+01,5.649E+02,6.472E-01,4.878E+01,5.649E+02
