,log10_var,log10_left_bound,log10_right_bound
beta,-1.5985994592184558,-1.6832698857895627,-1.5734583801785509
gammam,-1.8794260687941502,-1.91006676222556,-1.7729742016163565
gammamRNA,-1.1487416512809248,-1.1740518240173183,-1.0690031915654217
gammad,-2.8096683018297086,-3.3010299956639813,-2.5304421380708284
alphaass,-0.712198270069774,-0.8907801505874421,-0.659339804713033
alphadiss,1.1172712956557642,1.0650012499101345,1.2974543161887087
phi0,-0.38721614328026455,-0.4722652919744693,-0.36283148451166614
fm,-2.282329496997738,-3.0,0.3815805514276127
fd,1.7267272090265722,1.639024262765337,1.77369596997513
Km,-2.571865205971211,-6.0,-2.190003897616438
Kd,-2.505845405981557,-2.625274518081797,-2.4581951710744656
kbm,-3.0,-3.0,2.0
kbd,0.07918124604762482,-3.0,2.0
