,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.789E-01,5.148E+01,3.267E+02,3.684E-01,3.130E+01,4.892E+02,4.983E-01,2.032E+01,6.686E+02,7.013E-01,1.321E+01,8.747E+02,1.072E+00,8.099E+00,1.114E+03
gammam,1.096E+00,8.092E+00,9.883E+02,7.023E-01,1.339E+01,8.146E+02,4.919E-01,2.077E+01,6.490E+02,3.592E-01,3.218E+01,4.915E+02,2.688E-01,5.307E+01,3.380E+02
gammamRNA,1.073E+00,8.090E+00,1.115E+03,7.032E-01,1.317E+01,8.763E+02,5.002E-01,2.021E+01,6.710E+02,3.703E-01,3.105E+01,4.921E+02,2.806E-01,5.082E+01,3.303E+02
gammad,4.671E-01,2.088E+01,8.020E+02,4.531E-01,2.241E+01,6.854E+02,4.338E-01,2.497E+01,5.551E+02,4.081E-01,2.955E+01,4.176E+02,3.752E-01,3.922E+01,2.783E+02
alphaass,3.882E-01,2.875E+01,5.299E+02,4.901E-01,2.084E+01,6.482E+02,6.325E-01,1.512E+01,7.708E+02,8.463E-01,1.074E+01,8.979E+02,1.218E+00,7.171E+00,1.029E+03
alphadiss,1.112E+00,7.915E+00,9.999E+02,7.249E-01,1.285E+01,8.324E+02,5.102E-01,1.977E+01,6.681E+02,3.723E-01,3.058E+01,5.083E+02,2.774E-01,5.052E+01,3.504E+02
phi0,2.884E-01,4.805E+01,3.464E+02,3.796E-01,2.989E+01,5.067E+02,5.117E-01,1.961E+01,6.847E+02,7.182E-01,1.284E+01,8.889E+02,1.096E+00,7.902E+00,1.126E+03
fm,4.359E-01,2.435E+01,5.931E+02,4.360E-01,2.434E+01,5.931E+02,4.364E-01,2.431E+01,5.932E+02,4.398E-01,2.409E+01,5.941E+02,4.636E-01,2.264E+01,5.998E+02
fd,4.159E-01,4.538E+01,3.513E+02,4.319E-01,2.867E+01,5.166E+02,4.520E-01,1.940E+01,7.023E+02,4.776E-01,1.350E+01,9.171E+02,5.117E-01,9.485E+00,1.168E+03
Km,4.380E-01,2.332E+01,6.170E+02,4.380E-01,2.333E+01,6.167E+02,4.382E-01,2.339E+01,6.147E+02,4.392E-01,2.377E+01,6.031E+02,4.456E-01,2.634E+01,5.349E+02
Kd,4.011E-01,6.278E+01,4.491E+02,4.262E-01,3.146E+01,5.584E+02,4.636E-01,1.681E+01,6.365E+02,5.243E-01,9.000E+00,6.960E+02,6.429E-01,4.557E+00,7.424E+02
kbm,4.401E-01,2.407E+01,5.941E+02,4.401E-01,2.407E+01,5.941E+02,4.401E-01,2.407E+01,5.941E+02,4.401E-01,2.407E+01,5.941E+02,4.401E-01,2.407E+01,5.941E+02
kbd,4.401E-01,2.407E+01,5.941E+02,4.401E-01,2.407E+01,5.941E+02,4.401E-01,2.407E+01,5.941E+02,4.401E-01,2.407E+01,5.941E+02,4.401E-01,2.407E+01,5.941E+02
