,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,4.198E+00,1.015E+02,3.682E+02,4.804E+00,7.538E+01,4.508E+02,5.586E+00,5.770E+01,5.268E+02,6.661E+00,4.415E+01,6.007E+02,8.327E+00,3.274E+01,6.742E+02
gammam,7.988E+00,3.599E+01,6.207E+02,6.078E+00,5.031E+01,5.675E+02,4.894E+00,6.760E+01,5.096E+02,4.058E+00,9.068E+01,4.445E+02,3.427E+00,1.266E+02,3.654E+02
gammamRNA,8.940E+00,2.996E+01,6.929E+02,6.883E+00,4.216E+01,6.129E+02,5.656E+00,5.656E+01,5.325E+02,4.795E+00,7.565E+01,4.497E+02,4.143E+00,1.050E+02,3.590E+02
gammad,9.411E+00,1.934E+01,1.495E+03,8.181E+00,2.441E+01,1.200E+03,7.276E+00,3.109E+01,9.313E+02,6.530E+00,4.130E+01,6.875E+02,5.881E+00,6.026E+01,4.618E+02
alphaass,3.597E+00,1.172E+02,3.786E+02,4.262E+00,8.465E+01,4.564E+02,5.152E+00,6.311E+01,5.220E+02,6.434E+00,4.676E+01,5.808E+02,8.593E+00,3.292E+01,6.351E+02
alphadiss,8.208E+00,3.473E+01,6.280E+02,6.260E+00,4.843E+01,5.744E+02,5.058E+00,6.481E+01,5.163E+02,4.210E+00,8.646E+01,4.515E+02,3.568E+00,1.193E+02,3.742E+02
phi0,4.256E+00,9.804E+01,3.775E+02,4.856E+00,7.381E+01,4.567E+02,5.629E+00,5.699E+01,5.303E+02,6.685E+00,4.393E+01,6.020E+02,8.302E+00,3.286E+01,6.733E+02
fm,6.153E+00,4.950E+01,5.711E+02,6.156E+00,4.947E+01,5.711E+02,6.173E+00,4.931E+01,5.714E+02,6.262E+00,4.848E+01,5.731E+02,6.785E+00,4.416E+01,5.815E+02
fd,5.351E+00,9.484E+01,3.691E+02,5.748E+00,6.505E+01,4.815E+02,6.277E+00,4.698E+01,5.865E+02,7.043E+00,3.415E+01,6.907E+02,8.357E+00,2.396E+01,7.967E+02
Km,6.386E+00,4.319E+01,6.434E+02,6.382E+00,4.329E+01,6.420E+02,6.367E+00,4.369E+01,6.368E+02,6.310E+00,4.530E+01,6.162E+02,6.102E+00,5.258E+01,5.367E+02
Kd,5.144E+00,1.089E+02,4.037E+02,5.537E+00,7.395E+01,4.899E+02,6.067E+00,5.241E+01,5.596E+02,6.844E+00,3.722E+01,6.200E+02,8.199E+00,2.537E+01,6.739E+02
kbm,6.191E+00,4.913E+01,5.718E+02,6.191E+00,4.913E+01,5.718E+02,6.191E+00,4.913E+01,5.718E+02,6.191E+00,4.913E+01,5.718E+02,6.191E+00,4.913E+01,5.718E+02
kbd,6.191E+00,4.913E+01,5.718E+02,6.191E+00,4.913E+01,5.718E+02,6.191E+00,4.913E+01,5.718E+02,6.191E+00,4.913E+01,5.718E+02,6.191E+00,4.913E+01,5.718E+02
