,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,5.067E+00,1.044E+02,3.439E+02,5.773E+00,7.770E+01,4.271E+02,6.687E+00,5.983E+01,5.044E+02,7.952E+00,4.606E+01,5.803E+02,9.953E+00,3.424E+01,6.568E+02
gammam,1.113E+01,2.997E+01,6.802E+02,8.453E+00,4.238E+01,6.015E+02,6.944E+00,5.628E+01,5.232E+02,5.905E+00,7.406E+01,4.436E+02,5.124E+00,1.002E+02,3.583E+02
gammamRNA,1.039E+01,3.246E+01,6.688E+02,8.203E+00,4.410E+01,5.923E+02,6.863E+00,5.739E+01,5.167E+02,5.908E+00,7.430E+01,4.402E+02,5.176E+00,9.875E+01,3.590E+02
gammad,7.445E+00,4.981E+01,5.764E+02,7.356E+00,5.217E+01,5.333E+02,7.229E+00,5.603E+01,4.761E+02,7.055E+00,6.277E+01,4.022E+02,6.820E+00,7.644E+01,3.082E+02
alphaass,5.204E+00,1.017E+02,3.457E+02,5.917E+00,7.543E+01,4.320E+02,6.837E+00,5.799E+01,5.122E+02,8.111E+00,4.462E+01,5.909E+02,1.013E+01,3.316E+01,6.701E+02
alphadiss,9.960E+00,3.387E+01,6.650E+02,8.066E+00,4.497E+01,5.886E+02,6.844E+00,5.790E+01,5.126E+02,5.949E+00,7.460E+01,4.353E+02,5.253E+00,9.919E+01,3.526E+02
phi0,5.178E+00,9.868E+01,3.592E+02,5.902E+00,7.444E+01,4.397E+02,6.844E+00,5.763E+01,5.155E+02,8.161E+00,4.442E+01,5.904E+02,1.029E+01,3.287E+01,6.660E+02
fm,4.432E+00,1.074E+02,4.372E+02,4.435E+00,1.073E+02,4.375E+02,4.454E+00,1.065E+02,4.389E+02,4.551E+00,1.026E+02,4.458E+02,5.102E+00,8.533E+01,4.781E+02
fd,6.544E+00,8.695E+01,3.687E+02,6.973E+00,6.352E+01,4.717E+02,7.528E+00,4.827E+01,5.724E+02,8.295E+00,3.695E+01,6.755E+02,9.499E+00,2.770E+01,7.830E+02
Km,4.693E+00,7.293E+01,6.084E+02,4.703E+00,7.282E+01,6.081E+02,4.743E+00,7.237E+01,6.067E+02,4.908E+00,7.058E+01,6.011E+02,5.687E+00,6.316E+01,5.797E+02
Kd,6.033E+00,1.170E+02,3.898E+02,6.485E+00,8.077E+01,4.674E+02,7.093E+00,5.805E+01,5.289E+02,7.982E+00,4.174E+01,5.816E+02,9.527E+00,2.880E+01,6.281E+02
kbm,7.391E+00,5.121E+01,5.501E+02,7.391E+00,5.121E+01,5.501E+02,7.391E+00,5.121E+01,5.501E+02,7.391E+00,5.121E+01,5.501E+02,7.391E+00,5.121E+01,5.501E+02
kbd,7.391E+00,5.121E+01,5.501E+02,7.391E+00,5.121E+01,5.501E+02,7.391E+00,5.121E+01,5.501E+02,7.391E+00,5.121E+01,5.501E+02,7.391E+00,5.121E+01,5.501E+02
