,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.136E-01,1.919E+01,4.480E+02,1.513E-01,1.279E+01,6.253E+02,2.062E-01,8.635E+00,8.405E+02,2.923E-01,5.732E+00,1.103E+03,4.496E-01,3.560E+00,1.424E+03
gammam,4.177E-01,3.881E+00,1.270E+03,2.554E-01,6.728E+00,9.604E+02,1.711E-01,1.091E+01,7.006E+02,1.197E-01,1.768E+01,4.851E+02,8.578E-02,3.059E+01,3.046E+02
gammamRNA,4.100E-01,3.934E+00,1.358E+03,2.524E-01,6.790E+00,9.909E+02,1.698E-01,1.100E+01,7.029E+02,1.191E-01,1.786E+01,4.760E+02,8.559E-02,3.112E+01,2.927E+02
gammad,1.438E-01,1.385E+01,5.573E+02,1.403E-01,1.470E+01,4.825E+02,1.352E-01,1.618E+01,3.934E+02,1.278E-01,1.895E+01,2.949E+02,1.178E-01,2.507E+01,1.927E+02
alphaass,8.921E-02,2.980E+01,3.105E+02,1.236E-01,1.704E+01,4.991E+02,1.756E-01,1.048E+01,7.217E+02,2.602E-01,6.477E+00,9.868E+02,4.229E-01,3.751E+00,1.299E+03
alphadiss,4.194E-01,3.785E+00,1.295E+03,2.600E-01,6.485E+00,9.862E+02,1.756E-01,1.048E+01,7.217E+02,1.234E-01,1.708E+01,4.980E+02,8.875E-02,3.011E+01,3.076E+02
phi0,8.682E-02,3.026E+01,3.002E+02,1.206E-01,1.753E+01,4.835E+02,1.716E-01,1.085E+01,7.104E+02,2.547E-01,6.716E+00,9.980E+02,4.134E-01,3.899E+00,1.364E+03
fm,1.456E-01,1.346E+01,6.004E+02,1.456E-01,1.345E+01,6.004E+02,1.461E-01,1.341E+01,6.007E+02,1.489E-01,1.312E+01,6.024E+02,1.701E-01,1.128E+01,6.135E+02
fd,1.357E-01,4.483E+01,2.007E+02,1.376E-01,3.101E+01,2.838E+02,1.398E-01,2.318E+01,3.708E+02,1.422E-01,1.796E+01,4.662E+02,1.449E-01,1.421E+01,5.727E+02
Km,1.474E-01,1.176E+01,6.789E+02,1.474E-01,1.176E+01,6.787E+02,1.474E-01,1.179E+01,6.773E+02,1.472E-01,1.199E+01,6.673E+02,1.455E-01,1.358E+01,5.956E+02
Kd,1.337E-01,4.307E+01,4.409E+02,1.411E-01,1.890E+01,5.598E+02,1.525E-01,8.957E+00,6.427E+02,1.718E-01,4.271E+00,7.035E+02,2.113E-01,1.918E+00,7.489E+02
kbm,1.456E-01,1.346E+01,6.004E+02,1.456E-01,1.346E+01,6.004E+02,1.456E-01,1.346E+01,6.004E+02,1.456E-01,1.346E+01,6.004E+02,1.456E-01,1.346E+01,6.004E+02
kbd,1.456E-01,1.346E+01,6.004E+02,1.456E-01,1.346E+01,6.004E+02,1.456E-01,1.346E+01,6.004E+02,1.456E-01,1.346E+01,6.004E+02,1.456E-01,1.346E+01,6.004E+02
