,log10_var,log10_left_bound,log10_right_bound
beta,-0.826813731587726,-0.950548220834333,-0.6650542455279458
gammam,-0.549750891680639,-0.7172483893196577,-0.4166080976017342
gammamRNA,-1.1611509092627446,-1.3227685051283236,-1.0387419710427843
gammad,-2.832682665251824,-3.3010299956639813,-2.263548790691199
alphaass,-1.8860566476931633,-2.0,-1.5582069569808752
alphadiss,-1.7328282715969863,-2.1040699889025567,-1.460136017667082
phi0,-1.0343280287798933,-1.151264869044828,-0.8714228546002534
fm,0.36361197989214433,-3.0,2.0
fd,1.8273692730538253,1.7095135779109099,2.0
Km,-2.6716203965612624,-6.0,-1.3327356392435479
Kd,-2.24184537803261,-2.4583796775404974,-1.921828891365899
kbm,-1.6882461389442456,-3.0,2.0
kbd,0.17609125905568124,-3.0,2.0
