,log10_var,log10_left_bound,log10_right_bound
beta,1.436162647040756,1.345560702245736,1.5140281805142441
gammam,-0.11633856484638239,-0.1923726065935969,-0.025449061060146147
gammamRNA,-0.15552282425431854,-0.23607930677055367,-0.06073384257720647
gammad,-3.09312646527793,-3.3010299956639813,-1.2248475695122774
alphaass,-0.13489602535887207,-0.31339230418194874,0.0
alphadiss,1.5198279937757189,1.365341685394713,1.7019585336040972
phi0,-0.8996294548824371,-0.9898942261616122,-0.8217149655220246
fm,-2.4485500020271247,-3.0,2.0
fd,1.4885507165004443,1.3965003600097128,1.6363915250120347
Km,-3.832682665251824,-6.0,-2.2301953426246195
Kd,-2.1771783546968955,-2.3601063435834697,-2.023352135903174
kbm,-2.7772835288524167,-3.0,2.0
kbd,-1.8013429130455774,-3.0,2.0
