,log10_var,log10_left_bound,log10_right_bound
beta,-0.3344190089820469,-0.46128943603224254,-0.13171430006353935
gammam,-0.978810700930062,-1.1801401037671064,-0.8526358840132962
gammamRNA,-1.4294570601181025,-1.6288423942827965,-1.301341160463437
gammad,-2.3555614105321614,-3.3010299956639813,-1.1244363013574445
alphaass,-1.832682665251824,-2.0,-1.4353627905585575
alphadiss,1.2922560713564761,0.8940487209864905,1.52907212396134
phi0,-0.9030899869919435,-1.0273493244030125,-0.7060904375572306
fm,-2.705533773838407,-3.0,1.995404752173986
fd,1.8790958795000727,1.750447843614817,2.0
Km,-3.585026652029182,-6.0,-2.699859967539448
Kd,-2.0726296369609765,-2.298913671550139,-1.6782645287013036
kbm,-0.9393021596463883,-3.0,2.0
kbd,-2.130181792020672,-3.0,2.0
