,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,4.728E-01,4.201E+01,2.274E+02,5.923E-01,2.765E+01,3.112E+02,7.585E-01,1.908E+01,3.970E+02,1.007E+00,1.314E+01,4.887E+02,1.437E+00,8.600E+00,5.883E+02
gammam,1.444E+00,8.646E+00,5.677E+02,9.654E-01,1.372E+01,4.896E+02,7.027E-01,2.043E+01,4.106E+02,5.325E-01,3.029E+01,3.300E+02,4.132E-01,4.723E+01,2.447E+02
gammamRNA,1.159E+00,1.106E+01,5.306E+02,8.817E-01,1.557E+01,4.467E+02,6.974E-01,2.150E+01,3.684E+02,5.646E-01,2.996E+01,2.939E+02,4.641E-01,4.378E+01,2.200E+02
gammad,1.250E+00,8.279E+00,1.571E+03,1.247E+00,8.340E+00,1.503E+03,1.239E+00,8.488E+00,1.363E+03,1.221E+00,8.858E+00,1.114E+03,1.180E+00,9.830E+00,7.697E+02
alphaass,4.127E-01,4.761E+01,2.429E+02,5.290E-01,3.067E+01,3.272E+02,6.937E-01,2.081E+01,4.066E+02,9.443E-01,1.409E+01,4.844E+02,1.388E+00,9.031E+00,5.614E+02
alphadiss,1.372E+00,9.148E+00,5.594E+02,9.383E-01,1.420E+01,4.830E+02,6.911E-01,2.091E+01,4.056E+02,5.281E-01,3.075E+01,3.267E+02,4.127E-01,4.762E+01,2.428E+02
phi0,4.646E-01,4.366E+01,2.205E+02,5.865E-01,2.810E+01,3.076E+02,7.576E-01,1.911E+01,3.966E+02,1.017E+00,1.297E+01,4.919E+02,1.481E+00,8.306E+00,5.957E+02
fm,1.129E+00,1.142E+01,5.230E+02,1.129E+00,1.142E+01,5.230E+02,1.129E+00,1.141E+01,5.231E+02,1.132E+00,1.138E+01,5.232E+02,1.156E+00,1.113E+01,5.242E+02
fd,9.051E-01,3.661E+01,2.337E+02,9.711E-01,2.214E+01,3.415E+02,1.063E+00,1.431E+01,4.567E+02,1.203E+00,9.330E+00,5.848E+02,1.456E+00,5.823E+00,7.294E+02
Km,1.130E+00,1.136E+01,5.254E+02,1.129E+00,1.142E+01,5.230E+02,1.124E+00,1.164E+01,5.147E+02,1.107E+00,1.242E+01,4.870E+02,1.056E+00,1.573E+01,3.963E+02
Kd,8.318E-01,5.925E+01,3.368E+02,8.898E-01,3.399E+01,4.127E+02,9.724E-01,2.054E+01,4.701E+02,1.100E+00,1.244E+01,5.162E+02,1.336E+00,7.186E+00,5.544E+02
kbm,1.129E+00,1.142E+01,5.231E+02,1.129E+00,1.142E+01,5.231E+02,1.129E+00,1.142E+01,5.231E+02,1.129E+00,1.142E+01,5.231E+02,1.129E+00,1.142E+01,5.231E+02
kbd,1.129E+00,1.142E+01,5.231E+02,1.129E+00,1.142E+01,5.231E+02,1.129E+00,1.142E+01,5.231E+02,1.129E+00,1.142E+01,5.231E+02,1.129E+00,1.142E+01,5.231E+02
