,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.050E+01,1.327E+02,3.518E+02,1.173E+01,1.014E+02,4.293E+02,1.331E+01,8.010E+01,4.982E+02,1.550E+01,6.323E+01,5.641E+02,1.906E+01,4.799E+01,6.292E+02
gammam,1.711E+01,5.522E+01,5.970E+02,1.446E+01,7.016E+01,5.356E+02,1.265E+01,8.757E+01,4.726E+02,1.127E+01,1.103E+02,4.055E+02,1.018E+01,1.460E+02,3.267E+02
gammamRNA,1.914E+01,4.776E+01,6.302E+02,1.546E+01,6.345E+01,5.633E+02,1.324E+01,8.090E+01,4.954E+02,1.163E+01,1.031E+02,4.241E+02,1.039E+01,1.370E+02,3.430E+02
gammad,1.377E+01,7.421E+01,5.373E+02,1.366E+01,7.635E+01,5.155E+02,1.350E+01,8.014E+01,4.813E+02,1.324E+01,8.722E+01,4.288E+02,1.285E+01,1.024E+02,3.489E+02
alphaass,1.048E+01,1.342E+02,3.494E+02,1.160E+01,1.040E+02,4.222E+02,1.301E+01,8.340E+01,4.866E+02,1.488E+01,6.711E+01,5.479E+02,1.766E+01,5.281E+01,6.078E+02
alphadiss,1.793E+01,5.177E+01,6.122E+02,1.503E+01,6.607E+01,5.521E+02,1.311E+01,8.224E+01,4.907E+02,1.167E+01,1.026E+02,4.263E+02,1.053E+01,1.320E+02,3.539E+02
phi0,1.026E+01,1.431E+02,3.311E+02,1.138E+01,1.082E+02,4.102E+02,1.280E+01,8.576E+01,4.783E+02,1.469E+01,6.845E+01,5.427E+02,1.751E+01,5.347E+01,6.058E+02
fm,1.364E+01,7.694E+01,5.098E+02,1.365E+01,7.687E+01,5.099E+02,1.369E+01,7.656E+01,5.105E+02,1.388E+01,7.512E+01,5.130E+02,1.488E+01,6.854E+01,5.246E+02
fd,1.240E+01,1.134E+02,3.811E+02,1.319E+01,8.646E+01,4.696E+02,1.420E+01,6.816E+01,5.524E+02,1.559E+01,5.398E+01,6.342E+02,1.782E+01,4.172E+01,7.169E+02
Km,1.452E+01,6.410E+01,5.750E+02,1.447E+01,6.469E+01,5.717E+02,1.434E+01,6.629E+01,5.629E+02,1.401E+01,7.083E+01,5.392E+02,1.324E+01,8.523E+01,4.741E+02
Kd,1.164E+01,1.363E+02,3.957E+02,1.244E+01,1.025E+02,4.563E+02,1.350E+01,7.906E+01,5.051E+02,1.500E+01,6.088E+01,5.472E+02,1.748E+01,4.533E+01,5.849E+02
kbm,1.364E+01,7.695E+01,5.098E+02,1.364E+01,7.695E+01,5.098E+02,1.364E+01,7.695E+01,5.098E+02,1.364E+01,7.695E+01,5.098E+02,1.364E+01,7.695E+01,5.098E+02
kbd,1.364E+01,7.695E+01,5.098E+02,1.364E+01,7.695E+01,5.098E+02,1.364E+01,7.695E+01,5.098E+02,1.364E+01,7.695E+01,5.098E+02,1.364E+01,7.695E+01,5.098E+02
