,log10_var,log10_left_bound,log10_right_bound
beta,-1.9318141382538383,-1.9957383836408649,-1.8182214955343632
gammam,-1.1487416512809248,-1.2680610370382088,-1.0634834818499188
gammamRNA,-1.978810700930062,-2.094492301215328,-1.9119038199521408
gammad,-2.0525662781129492,-3.3010299956639813,-1.8428753398951354
alphaass,-1.856985199745905,-2.0,-1.6139812771229058
alphadiss,0.06445798922691845,-0.18393069544674778,0.2393291441655493
phi0,-0.21467016498923297,-0.2809226393353357,-0.10553964235348158
fm,0.7355988996981799,-3.0,2.0
fd,1.7788744720027396,1.708871427979262,1.9827245681252141
Km,-4.958607314841775,-6.0,-2.513362447167677
Kd,-2.567030709125594,-2.6709584903923,-2.3586044415019787
kbm,-2.129596094720973,-3.0,2.0
kbd,-0.790484985457369,-3.0,2.0
