,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,3.985E-01,4.216E+01,2.811E+02,5.046E-01,2.678E+01,4.145E+02,6.537E-01,1.801E+01,5.643E+02,8.796E-01,1.213E+01,7.386E+02,1.280E+00,7.732E+00,9.438E+02
gammam,1.295E+00,7.636E+00,9.468E+02,8.817E-01,1.209E+01,7.389E+02,6.518E-01,1.808E+01,5.625E+02,5.011E-01,2.709E+01,4.109E+02,3.943E-01,4.315E+01,2.757E+02
gammamRNA,1.260E+00,7.875E+00,9.358E+02,8.654E-01,1.238E+01,7.291E+02,6.422E-01,1.847E+01,5.539E+02,4.949E-01,2.768E+01,4.034E+02,3.901E-01,4.430E+01,2.689E+02
gammad,6.189E-01,1.948E+01,5.327E+02,6.186E-01,1.956E+01,5.236E+02,6.178E-01,1.977E+01,5.029E+02,6.158E-01,2.030E+01,4.583E+02,6.112E-01,2.169E+01,3.737E+02
alphaass,4.153E-01,4.106E+01,2.870E+02,5.210E-01,2.585E+01,4.261E+02,6.685E-01,1.735E+01,5.801E+02,8.898E-01,1.172E+01,7.564E+02,1.277E+00,7.537E+00,9.602E+02
alphadiss,1.266E+00,7.610E+00,9.560E+02,8.870E-01,1.177E+01,7.544E+02,6.683E-01,1.736E+01,5.800E+02,5.220E-01,2.576E+01,4.273E+02,4.168E-01,4.069E+01,2.893E+02
phi0,3.999E-01,4.181E+01,2.832E+02,5.081E-01,2.647E+01,4.184E+02,6.609E-01,1.773E+01,5.707E+02,8.946E-01,1.187E+01,7.484E+02,1.318E+00,7.480E+00,9.581E+02
fm,6.189E-01,1.948E+01,5.323E+02,6.194E-01,1.946E+01,5.324E+02,6.222E-01,1.936E+01,5.329E+02,6.372E-01,1.882E+01,5.353E+02,7.260E-01,1.614E+01,5.476E+02
fd,5.816E-01,3.241E+01,3.408E+02,6.228E-01,1.870E+01,5.511E+02,6.808E-01,1.157E+01,8.135E+02,7.698E-01,7.236E+00,1.149E+03,9.324E-01,4.336E+00,1.580E+03
Km,6.512E-01,1.437E+01,6.857E+02,6.506E-01,1.444E+01,6.831E+02,6.486E-01,1.468E+01,6.738E+02,6.416E-01,1.560E+01,6.411E+02,6.181E-01,1.965E+01,5.283E+02
Kd,5.465E-01,5.342E+01,3.779E+02,5.838E-01,2.876E+01,4.774E+02,6.377E-01,1.649E+01,5.538E+02,7.224E-01,9.514E+00,6.157E+02,8.816E-01,5.230E+00,6.669E+02
kbm,6.189E-01,1.948E+01,5.323E+02,6.189E-01,1.948E+01,5.323E+02,6.189E-01,1.948E+01,5.323E+02,6.189E-01,1.948E+01,5.323E+02,6.189E-01,1.948E+01,5.323E+02
kbd,6.189E-01,1.948E+01,5.323E+02,6.189E-01,1.948E+01,5.323E+02,6.189E-01,1.948E+01,5.323E+02,6.189E-01,1.948E+01,5.323E+02,6.189E-01,1.948E+01,5.323E+02
