,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,8.361E-01,6.798E+01,3.751E+02,1.028E+00,4.328E+01,5.289E+02,1.293E+00,2.928E+01,6.858E+02,1.687E+00,1.990E+01,8.532E+02,2.371E+00,1.287E+01,1.035E+03
gammam,2.325E+00,1.379E+01,8.721E+02,1.639E+00,2.137E+01,7.575E+02,1.244E+00,3.152E+01,6.401E+02,9.785E-01,4.659E+01,5.185E+02,7.871E-01,7.276E+01,3.872E+02
gammamRNA,2.290E+00,1.342E+01,1.018E+03,1.667E+00,2.022E+01,8.462E+02,1.295E+00,2.923E+01,6.866E+02,1.040E+00,4.241E+01,5.365E+02,8.522E-01,6.475E+01,3.900E+02
gammad,1.175E+00,3.194E+01,7.369E+02,1.134E+00,3.582E+01,6.163E+02,1.090E+00,4.132E+01,5.007E+02,1.043E+00,4.979E+01,3.893E+02,9.943E-01,6.514E+01,2.788E+02
alphaass,8.606E-01,6.696E+01,3.938E+02,1.050E+00,4.203E+01,5.451E+02,1.309E+00,2.832E+01,6.861E+02,1.689E+00,1.931E+01,8.226E+02,2.334E+00,1.265E+01,9.560E+02
alphadiss,2.433E+00,1.202E+01,9.699E+02,1.756E+00,1.830E+01,8.410E+02,1.355E+00,2.679E+01,7.063E+02,1.081E+00,3.974E+01,5.646E+02,8.786E-01,6.324E+01,4.111E+02
phi0,8.487E-01,6.542E+01,3.868E+02,1.042E+00,4.224E+01,5.380E+02,1.307E+00,2.879E+01,6.930E+02,1.701E+00,1.967E+01,8.583E+02,2.384E+00,1.278E+01,1.037E+03
fm,1.114E+00,3.728E+01,5.902E+02,1.115E+00,3.720E+01,5.905E+02,1.124E+00,3.687E+01,5.914E+02,1.161E+00,3.545E+01,5.957E+02,1.351E+00,2.960E+01,6.139E+02
fd,1.052E+00,6.712E+01,3.680E+02,1.095E+00,4.522E+01,5.062E+02,1.146E+00,3.260E+01,6.466E+02,1.208E+00,2.422E+01,7.950E+02,1.286E+00,1.825E+01,9.542E+02
Km,1.307E+00,1.593E+01,1.274E+03,1.307E+00,1.594E+01,1.273E+03,1.306E+00,1.598E+01,1.271E+03,1.301E+00,1.628E+01,1.250E+03,1.259E+00,1.875E+01,1.104E+03
Kd,1.045E+00,6.619E+01,4.434E+02,1.122E+00,3.748E+01,5.871E+02,1.229E+00,2.283E+01,7.075E+02,1.393E+00,1.409E+01,8.132E+02,1.686E+00,8.378E+00,9.073E+02
kbm,1.125E+00,3.681E+01,5.916E+02,1.125E+00,3.681E+01,5.916E+02,1.125E+00,3.681E+01,5.916E+02,1.125E+00,3.681E+01,5.916E+02,1.125E+00,3.681E+01,5.916E+02
kbd,1.125E+00,3.681E+01,5.916E+02,1.125E+00,3.681E+01,5.916E+02,1.125E+00,3.681E+01,5.916E+02,1.125E+00,3.681E+01,5.916E+02,1.125E+00,3.681E+01,5.916E+02
