,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,3.310E+00,1.151E+02,4.505E+02,3.884E+00,8.194E+01,5.862E+02,4.640E+00,6.084E+01,7.180E+02,5.701E+00,4.525E+01,8.532E+02,7.395E+00,3.248E+01,9.948E+02
gammam,7.572E+00,3.199E+01,9.605E+02,5.797E+00,4.473E+01,8.348E+02,4.700E+00,6.012E+01,7.119E+02,3.924E+00,8.071E+01,5.896E+02,3.337E+00,1.123E+02,4.619E+02
gammamRNA,7.602E+00,3.142E+01,1.008E+03,5.792E+00,4.430E+01,8.628E+02,4.684E+00,5.995E+01,7.247E+02,3.905E+00,8.116E+01,5.903E+02,3.317E+00,1.146E+02,4.522E+02
gammad,3.602E+00,9.535E+01,5.210E+02,3.585E+00,1.002E+02,4.797E+02,3.566E+00,1.069E+02,4.328E+02,3.543E+00,1.170E+02,3.790E+02,3.516E+00,1.344E+02,3.148E+02
alphaass,3.313E+00,1.145E+02,4.546E+02,3.918E+00,8.081E+01,5.893E+02,4.724E+00,5.942E+01,7.178E+02,5.884E+00,4.362E+01,8.468E+02,7.827E+00,3.056E+01,9.789E+02
alphadiss,7.643E+00,3.143E+01,9.695E+02,5.819E+00,4.427E+01,8.408E+02,4.703E+00,5.982E+01,7.150E+02,3.919E+00,8.077E+01,5.895E+02,3.327E+00,1.134E+02,4.583E+02
phi0,3.351E+00,1.117E+02,4.617E+02,3.966E+00,7.889E+01,6.024E+02,4.791E+00,5.793E+01,7.404E+02,5.988E+00,4.237E+01,8.826E+02,8.041E+00,2.940E+01,1.032E+03
fm,3.587E+00,9.559E+01,5.239E+02,3.588E+00,9.553E+01,5.240E+02,3.596E+00,9.520E+01,5.247E+02,3.649E+00,9.308E+01,5.289E+02,4.020E+00,8.051E+01,5.550E+02
fd,3.622E+00,9.113E+01,5.435E+02,3.880E+00,5.996E+01,7.600E+02,4.230E+00,4.161E+01,9.895E+02,4.741E+00,2.910E+01,1.242E+03,5.616E+00,1.968E+01,1.524E+03
Km,3.634E+00,8.632E+01,5.728E+02,3.633E+00,8.658E+01,5.712E+02,3.629E+00,8.745E+01,5.660E+02,3.618E+00,9.040E+01,5.491E+02,3.584E+00,1.016E+02,4.933E+02
Kd,3.494E+00,1.174E+02,4.764E+02,3.752E+00,7.545E+01,5.744E+02,4.108E+00,5.068E+01,6.502E+02,4.639E+00,3.405E+01,7.132E+02,5.580E+00,2.191E+01,7.672E+02
kbm,3.603E+00,9.490E+01,5.253E+02,3.603E+00,9.490E+01,5.253E+02,3.603E+00,9.490E+01,5.253E+02,3.603E+00,9.490E+01,5.253E+02,3.603E+00,9.490E+01,5.253E+02
kbd,3.603E+00,9.490E+01,5.253E+02,3.603E+00,9.490E+01,5.253E+02,3.603E+00,9.490E+01,5.253E+02,3.603E+00,9.490E+01,5.253E+02,3.603E+00,9.490E+01,5.253E+02
