,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,6.824E-01,5.821E+01,3.105E+02,8.506E-01,3.859E+01,4.231E+02,1.083E+00,2.680E+01,5.379E+02,1.427E+00,1.860E+01,6.604E+02,2.014E+00,1.231E+01,7.930E+02
gammam,2.014E+00,1.266E+01,7.242E+02,1.377E+00,1.965E+01,6.267E+02,1.017E+00,2.888E+01,5.278E+02,7.796E-01,4.236E+01,4.264E+02,6.113E-01,6.543E+01,3.179E+02
gammamRNA,2.026E+00,1.223E+01,7.950E+02,1.433E+00,1.851E+01,6.621E+02,1.087E+00,2.667E+01,5.395E+02,8.531E-01,3.840E+01,4.245E+02,6.842E-01,5.788E+01,3.119E+02
gammad,1.316E+00,1.660E+01,1.584E+03,1.305E+00,1.703E+01,1.414E+03,1.283E+00,1.799E+01,1.148E+03,1.239E+00,2.031E+01,8.051E+02,1.156E+00,2.695E+01,4.502E+02
alphaass,6.218E-01,6.335E+01,3.252E+02,7.904E-01,4.151E+01,4.314E+02,1.027E+00,2.850E+01,5.312E+02,1.386E+00,1.951E+01,6.286E+02,2.014E+00,1.265E+01,7.246E+02
alphadiss,2.038E+00,1.248E+01,7.272E+02,1.399E+00,1.928E+01,6.315E+02,1.035E+00,2.821E+01,5.340E+02,7.949E-01,4.115E+01,4.338E+02,6.239E-01,6.290E+01,3.269E+02
phi0,6.699E-01,6.067E+01,3.004E+02,8.382E-01,3.954E+01,4.158E+02,1.072E+00,2.720E+01,5.331E+02,1.419E+00,1.873E+01,6.581E+02,2.018E+00,1.228E+01,7.938E+02
fm,1.193E+00,2.348E+01,5.821E+02,1.193E+00,2.348E+01,5.821E+02,1.193E+00,2.347E+01,5.821E+02,1.195E+00,2.342E+01,5.823E+02,1.212E+00,2.306E+01,5.835E+02
fd,1.078E+00,4.594E+01,3.558E+02,1.154E+00,2.818E+01,5.131E+02,1.259E+00,1.829E+01,6.845E+02,1.418E+00,1.194E+01,8.773E+02,1.699E+00,7.500E+00,1.097E+03
Km,1.194E+00,2.332E+01,5.856E+02,1.194E+00,2.335E+01,5.849E+02,1.193E+00,2.350E+01,5.813E+02,1.188E+00,2.423E+01,5.649E+02,1.168E+00,2.813E+01,4.905E+02
Kd,1.005E+00,7.390E+01,4.089E+02,1.074E+00,4.215E+01,5.023E+02,1.174E+00,2.538E+01,5.725E+02,1.327E+00,1.532E+01,6.287E+02,1.609E+00,8.826E+00,6.750E+02
kbm,1.193E+00,2.347E+01,5.821E+02,1.193E+00,2.347E+01,5.821E+02,1.193E+00,2.347E+01,5.821E+02,1.193E+00,2.347E+01,5.821E+02,1.193E+00,2.347E+01,5.821E+02
kbd,1.193E+00,2.347E+01,5.821E+02,1.193E+00,2.347E+01,5.821E+02,1.193E+00,2.347E+01,5.821E+02,1.193E+00,2.347E+01,5.821E+02,1.193E+00,2.347E+01,5.821E+02
