,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.250E-01,2.738E+01,2.339E+02,1.687E-01,1.661E+01,3.628E+02,2.334E-01,1.067E+01,5.185E+02,3.366E-01,6.835E+00,7.121E+02,5.310E-01,4.098E+00,9.549E+02
gammam,5.209E-01,4.189E+00,9.348E+02,3.301E-01,6.997E+00,6.982E+02,2.284E-01,1.097E+01,5.078E+02,1.648E-01,1.719E+01,3.536E+02,1.218E-01,2.876E+01,2.249E+02
gammamRNA,5.191E-01,4.200E+00,9.435E+02,3.320E-01,6.946E+00,7.046E+02,2.312E-01,1.080E+01,5.138E+02,1.677E-01,1.676E+01,3.601E+02,1.246E-01,2.757E+01,2.324E+02
gammad,2.330E-01,1.065E+01,5.286E+02,2.328E-01,1.070E+01,5.166E+02,2.325E-01,1.082E+01,4.898E+02,2.316E-01,1.111E+01,4.348E+02,2.295E-01,1.187E+01,3.399E+02
alphaass,1.875E-01,1.427E+01,4.124E+02,2.386E-01,1.037E+01,5.298E+02,3.106E-01,7.512E+00,6.665E+02,4.200E-01,5.310E+00,8.265E+02,6.143E-01,3.504E+00,1.014E+03
alphadiss,5.102E-01,4.282E+00,9.260E+02,3.268E-01,7.075E+00,6.935E+02,2.276E-01,1.102E+01,5.060E+02,1.649E-01,1.718E+01,3.536E+02,1.224E-01,2.855E+01,2.262E+02
phi0,1.221E-01,2.868E+01,2.242E+02,1.645E-01,1.725E+01,3.514E+02,2.269E-01,1.106E+01,5.043E+02,3.256E-01,7.104E+00,6.942E+02,5.077E-01,4.304E+00,9.321E+02
fm,2.315E-01,1.077E+01,5.170E+02,2.315E-01,1.077E+01,5.170E+02,2.315E-01,1.077E+01,5.170E+02,2.317E-01,1.076E+01,5.170E+02,2.329E-01,1.070E+01,5.174E+02
fd,2.142E-01,2.612E+01,2.319E+02,2.233E-01,1.548E+01,3.741E+02,2.351E-01,9.952E+00,5.505E+02,2.509E-01,6.588E+00,7.759E+02,2.730E-01,4.382E+00,1.066E+03
Km,2.320E-01,1.072E+01,5.182E+02,2.331E-01,1.069E+01,5.171E+02,2.370E-01,1.060E+01,5.131E+02,2.518E-01,1.026E+01,4.992E+02,3.189E-01,8.956E+00,4.513E+02
Kd,2.023E-01,4.659E+01,3.688E+02,2.140E-01,2.197E+01,4.554E+02,2.318E-01,1.105E+01,5.150E+02,2.615E-01,5.560E+00,5.587E+02,3.211E-01,2.634E+00,5.916E+02
kbm,2.328E-01,1.070E+01,5.174E+02,2.328E-01,1.070E+01,5.174E+02,2.328E-01,1.070E+01,5.174E+02,2.328E-01,1.070E+01,5.174E+02,2.328E-01,1.070E+01,5.174E+02
kbd,2.328E-01,1.070E+01,5.174E+02,2.328E-01,1.070E+01,5.174E+02,2.328E-01,1.070E+01,5.174E+02,2.328E-01,1.070E+01,5.174E+02,2.328E-01,1.070E+01,5.174E+02
