,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.267E+00,8.018E+01,3.818E+02,1.555E+00,5.390E+01,5.074E+02,1.950E+00,3.785E+01,6.311E+02,2.536E+00,2.649E+01,7.588E+02,3.554E+00,1.756E+01,8.935E+02
gammam,3.402E+00,2.009E+01,7.267E+02,2.406E+00,3.007E+01,6.506E+02,1.823E+00,4.280E+01,5.698E+02,1.430E+00,6.064E+01,4.824E+02,1.146E+00,8.936E+01,3.831E+02
gammamRNA,3.616E+00,1.721E+01,8.994E+02,2.546E+00,2.635E+01,7.606E+02,1.943E+00,3.805E+01,6.292E+02,1.540E+00,5.477E+01,5.021E+02,1.249E+00,8.286E+01,3.723E+02
gammad,1.811E+00,2.700E+01,2.321E+03,1.791E+00,2.824E+01,1.925E+03,1.759E+00,3.061E+01,1.469E+03,1.706E+00,3.551E+01,1.006E+03,1.624E+00,4.775E+01,5.812E+02
alphaass,1.235E+00,7.746E+01,4.194E+02,1.531E+00,5.472E+01,5.086E+02,1.938E+00,3.948E+01,5.893E+02,2.540E+00,2.815E+01,6.646E+02,3.576E+00,1.899E+01,7.358E+02
alphadiss,3.521E+00,1.932E+01,7.331E+02,2.450E+00,2.941E+01,6.555E+02,1.840E+00,4.228E+01,5.728E+02,1.433E+00,6.046E+01,4.832E+02,1.141E+00,9.014E+01,3.808E+02
phi0,1.245E+00,8.357E+01,3.698E+02,1.521E+00,5.597E+01,4.948E+02,1.897E+00,3.939E+01,6.167E+02,2.446E+00,2.776E+01,7.423E+02,3.365E+00,1.871E+01,8.743E+02
fm,1.607E+00,5.096E+01,5.269E+02,1.607E+00,5.096E+01,5.269E+02,1.607E+00,5.096E+01,5.269E+02,1.608E+00,5.092E+01,5.270E+02,1.614E+00,5.066E+01,5.276E+02
fd,1.554E+00,6.751E+01,4.267E+02,1.666E+00,4.076E+01,6.152E+02,1.820E+00,2.630E+01,8.127E+02,2.053E+00,1.713E+01,1.029E+03,2.464E+00,1.074E+01,1.269E+03
Km,1.608E+00,5.081E+01,5.281E+02,1.610E+00,5.087E+01,5.267E+02,1.618E+00,5.108E+01,5.213E+02,1.650E+00,5.192E+01,5.009E+02,1.779E+00,5.574E+01,4.257E+02
Kd,1.503E+00,8.604E+01,4.264E+02,1.610E+00,5.076E+01,5.275E+02,1.761E+00,3.169E+01,6.048E+02,1.990E+00,1.988E+01,6.680E+02,2.400E+00,1.196E+01,7.212E+02
kbm,1.610E+00,5.085E+01,5.272E+02,1.610E+00,5.085E+01,5.272E+02,1.610E+00,5.085E+01,5.272E+02,1.610E+00,5.085E+01,5.272E+02,1.610E+00,5.085E+01,5.272E+02
kbd,1.610E+00,5.085E+01,5.272E+02,1.610E+00,5.085E+01,5.272E+02,1.610E+00,5.085E+01,5.272E+02,1.610E+00,5.085E+01,5.272E+02,1.610E+00,5.085E+01,5.272E+02
