,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,1.163E+00,6.162E+01,2.429E+02,1.397E+00,4.190E+01,3.209E+02,1.712E+00,2.995E+01,3.952E+02,2.167E+00,2.144E+01,4.703E+02,2.922E+00,1.470E+01,5.480E+02
gammam,2.922E+00,1.462E+01,5.550E+02,2.048E+00,2.222E+01,4.935E+02,1.555E+00,3.179E+01,4.290E+02,1.226E+00,4.517E+01,3.602E+02,9.885E-01,6.682E+01,2.831E+02
gammamRNA,3.004E+00,1.423E+01,5.540E+02,2.230E+00,2.064E+01,4.786E+02,1.766E+00,2.859E+01,4.057E+02,1.445E+00,3.946E+01,3.339E+02,1.206E+00,5.644E+01,2.598E+02
gammad,3.654E+00,1.104E+01,6.310E+02,2.923E+00,1.505E+01,5.199E+02,2.436E+00,2.022E+01,4.165E+02,2.068E+00,2.782E+01,3.192E+02,1.773E+00,4.129E+01,2.245E+02
alphaass,1.026E+00,6.690E+01,2.720E+02,1.261E+00,4.493E+01,3.513E+02,1.582E+00,3.169E+01,4.217E+02,2.054E+00,2.235E+01,4.876E+02,2.858E+00,1.502E+01,5.506E+02
alphadiss,3.062E+00,1.388E+01,5.609E+02,2.203E+00,2.047E+01,5.029E+02,1.685E+00,2.901E+01,4.390E+02,1.325E+00,4.139E+01,3.680E+02,1.059E+00,6.236E+01,2.857E+02
phi0,1.192E+00,5.805E+01,2.543E+02,1.431E+00,4.014E+01,3.302E+02,1.753E+00,2.889E+01,4.033E+02,2.222E+00,2.074E+01,4.775E+02,3.008E+00,1.420E+01,5.543E+02
fm,2.412E+00,1.791E+01,5.533E+02,2.413E+00,1.790E+01,5.533E+02,2.420E+00,1.785E+01,5.535E+02,2.455E+00,1.757E+01,5.543E+02,2.654E+00,1.614E+01,5.585E+02
fd,2.192E+00,5.222E+01,2.449E+02,2.350E+00,3.461E+01,3.308E+02,2.561E+00,2.427E+01,4.151E+02,2.866E+00,1.717E+01,5.022E+02,3.378E+00,1.179E+01,5.939E+02
Km,2.500E+00,1.605E+01,6.030E+02,2.501E+00,1.604E+01,6.029E+02,2.505E+00,1.602E+01,6.026E+02,2.532E+00,1.590E+01,6.008E+02,2.713E+00,1.507E+01,5.895E+02
Kd,2.016E+00,7.202E+01,3.386E+02,2.167E+00,4.569E+01,4.138E+02,2.374E+00,3.035E+01,4.738E+02,2.684E+00,2.021E+01,5.246E+02,3.233E+00,1.291E+01,5.689E+02
kbm,3.194E+00,1.324E+01,5.668E+02,3.194E+00,1.324E+01,5.668E+02,3.194E+00,1.324E+01,5.668E+02,3.194E+00,1.324E+01,5.668E+02,3.194E+00,1.324E+01,5.668E+02
kbd,3.194E+00,1.324E+01,5.668E+02,3.194E+00,1.324E+01,5.668E+02,3.194E+00,1.324E+01,5.668E+02,3.194E+00,1.324E+01,5.668E+02,3.194E+00,1.324E+01,5.668E+02
