,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,7.008E+00,9.748E+01,2.968E+02,7.904E+00,7.455E+01,3.582E+02,9.068E+00,5.853E+01,4.139E+02,1.071E+01,4.568E+01,4.675E+02,1.346E+01,3.397E+01,5.204E+02
gammam,1.269E+01,3.643E+01,5.117E+02,1.012E+01,4.895E+01,4.608E+02,8.542E+00,6.317E+01,4.080E+02,7.410E+00,8.147E+01,3.514E+02,6.537E+00,1.093E+02,2.860E+02
gammamRNA,1.214E+01,3.863E+01,4.995E+02,1.008E+01,4.976E+01,4.496E+02,8.714E+00,6.251E+01,3.989E+02,7.695E+00,7.865E+01,3.458E+02,6.889E+00,1.021E+02,2.864E+02
gammad,1.577E+01,2.703E+01,6.048E+02,1.413E+01,3.205E+01,5.281E+02,1.287E+01,3.828E+01,4.468E+02,1.178E+01,4.721E+01,3.611E+02,1.080E+01,6.267E+01,2.687E+02
alphaass,6.637E+00,1.073E+02,2.886E+02,7.471E+00,8.118E+01,3.509E+02,8.537E+00,6.368E+01,4.051E+02,9.991E+00,5.002E+01,4.558E+02,1.225E+01,3.811E+01,5.046E+02
alphadiss,1.276E+01,3.623E+01,5.123E+02,1.026E+01,4.821E+01,4.630E+02,8.703E+00,6.170E+01,4.120E+02,7.583E+00,7.879E+01,3.577E+02,6.716E+00,1.038E+02,2.959E+02
phi0,7.048E+00,9.605E+01,3.001E+02,7.858E+00,7.541E+01,3.555E+02,8.881E+00,6.055E+01,4.062E+02,1.025E+01,4.855E+01,4.549E+02,1.232E+01,3.789E+01,5.028E+02
fm,1.405E+01,3.224E+01,5.286E+02,1.406E+01,3.221E+01,5.286E+02,1.410E+01,3.211E+01,5.288E+02,1.425E+01,3.174E+01,5.293E+02,1.489E+01,3.027E+01,5.314E+02
fd,9.505E+00,9.920E+01,2.645E+02,1.009E+01,7.349E+01,3.332E+02,1.084E+01,5.732E+01,3.940E+02,1.186E+01,4.521E+01,4.525E+02,1.341E+01,3.509E+01,5.103E+02
Km,1.744E+01,2.369E+01,5.807E+02,1.740E+01,2.376E+01,5.804E+02,1.718E+01,2.414E+01,5.786E+02,1.625E+01,2.594E+01,5.690E+02,1.371E+01,3.382E+01,5.162E+02
Kd,8.616E+00,1.219E+02,3.321E+02,9.206E+00,8.901E+01,3.914E+02,9.976E+00,6.749E+01,4.380E+02,1.105E+01,5.134E+01,4.779E+02,1.277E+01,3.803E+01,5.132E+02
kbm,1.415E+01,3.200E+01,5.289E+02,1.415E+01,3.200E+01,5.289E+02,1.415E+01,3.200E+01,5.289E+02,1.415E+01,3.200E+01,5.289E+02,1.415E+01,3.200E+01,5.289E+02
kbd,1.415E+01,3.200E+01,5.289E+02,1.415E+01,3.200E+01,5.289E+02,1.415E+01,3.200E+01,5.289E+02,1.415E+01,3.200E+01,5.289E+02,1.415E+01,3.200E+01,5.289E+02
