,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,3.182E-01,5.353E+01,3.906E+02,4.190E-01,3.313E+01,5.906E+02,5.652E-01,2.171E+01,8.230E+02,7.940E-01,1.421E+01,1.102E+03,1.215E+00,8.744E+00,1.441E+03
gammam,1.188E+00,8.981E+00,1.401E+03,7.803E-01,1.453E+01,1.076E+03,5.564E-01,2.219E+01,8.062E+02,4.128E-01,3.390E+01,5.789E+02,3.136E-01,5.510E+01,3.813E+02
gammamRNA,1.240E+00,8.549E+00,1.457E+03,8.048E-01,1.398E+01,1.113E+03,5.710E-01,2.142E+01,8.313E+02,4.224E-01,3.272E+01,5.967E+02,3.203E-01,5.282E+01,3.953E+02
gammad,3.838E-01,3.842E+01,5.105E+02,3.833E-01,3.917E+01,4.820E+02,3.825E-01,4.066E+01,4.353E+02,3.809E-01,4.378E+01,3.639E+02,3.782E-01,5.141E+01,2.646E+02
alphaass,2.762E-01,7.575E+01,2.837E+02,3.078E-01,5.762E+01,3.651E+02,3.440E-01,4.611E+01,4.455E+02,3.854E-01,3.781E+01,5.288E+02,4.334E-01,3.144E+01,6.168E+02
alphadiss,1.190E+00,8.921E+00,1.429E+03,7.837E-01,1.440E+01,1.095E+03,5.595E-01,2.196E+01,8.172E+02,4.154E-01,3.355E+01,5.846E+02,3.156E-01,5.461E+01,3.832E+02
phi0,3.140E-01,5.505E+01,3.809E+02,4.144E-01,3.370E+01,5.823E+02,5.603E-01,2.196E+01,8.161E+02,7.894E-01,1.431E+01,1.097E+03,1.212E+00,8.763E+00,1.440E+03
fm,3.661E-01,4.055E+01,5.176E+02,3.661E-01,4.055E+01,5.176E+02,3.663E-01,4.053E+01,5.177E+02,3.673E-01,4.038E+01,5.182E+02,3.744E-01,3.935E+01,5.216E+02
fd,3.779E-01,4.803E+01,4.240E+02,3.927E-01,2.920E+01,6.689E+02,4.114E-01,1.917E+01,9.684E+02,4.359E-01,1.297E+01,1.345E+03,4.692E-01,8.846E+00,1.823E+03
Km,3.673E-01,3.954E+01,5.292E+02,3.689E-01,3.939E+01,5.289E+02,3.747E-01,3.886E+01,5.278E+02,3.978E-01,3.690E+01,5.236E+02,5.071E-01,2.978E+01,5.090E+02
Kd,3.691E-01,6.272E+01,4.480E+02,3.919E-01,3.102E+01,5.541E+02,4.260E-01,1.633E+01,6.287E+02,4.820E-01,8.604E+00,6.847E+02,5.930E-01,4.272E+00,7.279E+02
kbm,3.840E-01,3.805E+01,5.260E+02,3.840E-01,3.805E+01,5.260E+02,3.840E-01,3.805E+01,5.260E+02,3.840E-01,3.805E+01,5.260E+02,3.840E-01,3.805E+01,5.260E+02
kbd,3.840E-01,3.805E+01,5.260E+02,3.840E-01,3.805E+01,5.260E+02,3.840E-01,3.805E+01,5.260E+02,3.840E-01,3.805E+01,5.260E+02,3.840E-01,3.805E+01,5.260E+02
