,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,7.456E-01,5.346E+01,2.578E+02,9.205E-01,3.514E+01,3.667E+02,1.161E+00,2.447E+01,4.818E+02,1.517E+00,1.708E+01,6.097E+02,2.128E+00,1.136E+01,7.542E+02
gammam,2.209E+00,1.089E+01,7.679E+02,1.561E+00,1.648E+01,6.227E+02,1.191E+00,2.360E+01,4.943E+02,9.427E-01,3.374E+01,3.788E+02,7.631E-01,5.063E+01,2.705E+02
gammamRNA,2.103E+00,1.151E+01,7.497E+02,1.514E+00,1.713E+01,6.086E+02,1.165E+00,2.435E+01,4.835E+02,9.278E-01,3.467E+01,3.707E+02,7.544E-01,5.200E+01,2.642E+02
gammad,1.453E+00,1.806E+01,5.896E+02,1.452E+00,1.808E+01,5.867E+02,1.451E+00,1.815E+01,5.798E+02,1.448E+00,1.830E+01,5.637E+02,1.441E+00,1.868E+01,5.280E+02
alphaass,9.135E-01,3.564E+01,3.627E+02,1.097E+00,2.658E+01,4.540E+02,1.344E+00,1.999E+01,5.528E+02,1.700E+00,1.482E+01,6.613E+02,2.290E+00,1.044E+01,7.813E+02
alphadiss,2.099E+00,1.154E+01,7.489E+02,1.516E+00,1.710E+01,6.093E+02,1.170E+00,2.422E+01,4.854E+02,9.332E-01,3.436E+01,3.734E+02,7.600E-01,5.122E+01,2.678E+02
phi0,7.714E-01,4.943E+01,2.761E+02,9.469E-01,3.350E+01,3.809E+02,1.187E+00,2.371E+01,4.926E+02,1.539E+00,1.677E+01,6.165E+02,2.138E+00,1.130E+01,7.559E+02
fm,1.452E+00,1.806E+01,5.895E+02,1.453E+00,1.806E+01,5.895E+02,1.453E+00,1.805E+01,5.895E+02,1.457E+00,1.799E+01,5.898E+02,1.484E+00,1.762E+01,5.914E+02
fd,1.254E+00,4.145E+01,2.976E+02,1.342E+00,2.624E+01,4.392E+02,1.461E+00,1.763E+01,6.001E+02,1.637E+00,1.196E+01,7.893E+02,1.940E+00,7.851E+00,1.014E+03
Km,1.454E+00,1.799E+01,5.911E+02,1.451E+00,1.815E+01,5.873E+02,1.442E+00,1.861E+01,5.760E+02,1.417E+00,2.010E+01,5.428E+02,1.349E+00,2.569E+01,4.461E+02
Kd,1.131E+00,7.431E+01,4.009E+02,1.210E+00,4.333E+01,4.855E+02,1.323E+00,2.649E+01,5.490E+02,1.499E+00,1.618E+01,5.997E+02,1.823E+00,9.399E+00,6.414E+02
kbm,1.453E+00,1.806E+01,5.895E+02,1.453E+00,1.806E+01,5.895E+02,1.453E+00,1.806E+01,5.895E+02,1.453E+00,1.806E+01,5.895E+02,1.453E+00,1.806E+01,5.895E+02
kbd,1.453E+00,1.806E+01,5.895E+02,1.453E+00,1.806E+01,5.895E+02,1.453E+00,1.806E+01,5.895E+02,1.453E+00,1.806E+01,5.895E+02,1.453E+00,1.806E+01,5.895E+02
