,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,8.975E-01,5.929E+01,4.598E+02,1.063E+00,3.636E+01,6.943E+02,1.287E+00,2.405E+01,9.513E+02,1.613E+00,1.614E+01,1.241E+03,2.169E+00,1.041E+01,1.568E+03
gammam,2.193E+00,1.029E+01,1.543E+03,1.626E+00,1.597E+01,1.231E+03,1.296E+00,2.379E+01,9.510E+02,1.070E+00,3.587E+01,6.999E+02,9.024E-01,5.810E+01,4.690E+02
gammamRNA,2.148E+00,1.056E+01,1.559E+03,1.596E+00,1.642E+01,1.228E+03,1.273E+00,2.459E+01,9.364E+02,1.050E+00,3.747E+01,6.777E+02,8.857E-01,6.219E+01,4.408E+02
gammad,9.711E-01,4.461E+01,6.431E+02,9.707E-01,4.497E+01,6.270E+02,9.697E-01,4.585E+01,5.907E+02,9.673E-01,4.815E+01,5.144E+02,9.615E-01,5.503E+01,3.733E+02
alphaass,9.467E-01,5.094E+01,5.241E+02,1.098E+00,3.110E+01,7.896E+02,1.298E+00,2.061E+01,1.074E+03,1.582E+00,1.398E+01,1.384E+03,2.051E+00,9.237E+00,1.721E+03
alphadiss,2.066E+00,9.144E+00,1.729E+03,1.581E+00,1.400E+01,1.383E+03,1.291E+00,2.085E+01,1.066E+03,1.088E+00,3.187E+01,7.745E+02,9.359E-01,5.342E+01,5.029E+02
phi0,8.965E-01,5.952E+01,4.583E+02,1.061E+00,3.658E+01,6.910E+02,1.281E+00,2.426E+01,9.456E+02,1.601E+00,1.633E+01,1.232E+03,2.142E+00,1.060E+01,1.556E+03
fm,9.678E-01,4.657E+01,5.667E+02,9.718E-01,4.632E+01,5.675E+02,9.858E-01,4.544E+01,5.702E+02,1.037E+00,4.249E+01,5.796E+02,1.259E+00,3.321E+01,6.110E+02
fd,9.285E-01,7.701E+01,3.587E+02,9.591E-01,5.133E+01,5.194E+02,9.939E-01,3.755E+01,6.830E+02,1.034E+00,2.865E+01,8.578E+02,1.080E+00,2.239E+01,1.047E+03
Km,1.885E+00,4.762E+00,2.851E+03,1.583E+00,6.564E+00,2.462E+03,1.365E+00,9.362E+00,2.001E+03,1.188E+00,1.463E+01,1.470E+03,1.037E+00,2.794E+01,8.816E+02
Kd,9.516E-01,5.482E+01,5.078E+02,1.029E+00,3.020E+01,7.365E+02,1.136E+00,1.831E+01,9.514E+02,1.294E+00,1.140E+01,1.159E+03,1.576E+00,6.894E+00,1.359E+03
kbm,9.690E-01,4.650E+01,5.670E+02,9.690E-01,4.650E+01,5.670E+02,9.690E-01,4.650E+01,5.670E+02,9.690E-01,4.650E+01,5.670E+02,9.690E-01,4.650E+01,5.670E+02
kbd,9.690E-01,4.650E+01,5.670E+02,9.690E-01,4.650E+01,5.670E+02,9.690E-01,4.650E+01,5.670E+02,9.690E-01,4.650E+01,5.670E+02,9.690E-01,4.650E+01,5.670E+02
