,log10_var,log10_left_bound,log10_right_bound
beta,-1.0520763801682735,-1.1298357396075946,-0.8777778599589902
gammam,-0.8538719643217619,-1.0424964987075445,-0.7571442808634373
gammamRNA,-1.442492798094342,-1.6219711670639396,-1.3709353919001719
gammad,-2.42021640338319,-3.3010299956639813,-2.1511519675859843
alphaass,-1.8416375079047504,-2.0,-1.4639579408539714
alphadiss,-1.0343280287798933,-1.4374443510027668,-0.8333995820340198
phi0,-0.9829666607012196,-1.058449603852301,-0.8086824815380265
fm,1.2479732663618066,-3.0,2.0
fd,1.8920946026904804,1.8108781883880019,2.0
Km,-5.041436116778033,-6.0,-1.8583914682443599
Kd,-2.4975728800155674,-2.6241254224368795,-2.158100078178816
kbm,-2.051587034221399,-3.0,2.0
kbd,-0.7258421507363202,-3.0,2.0
