,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.874E-01,4.199E+01,2.790E+02,3.730E-01,2.635E+01,4.150E+02,4.950E-01,1.752E+01,5.687E+02,6.822E-01,1.167E+01,7.490E+02,1.014E+00,7.375E+00,9.627E+02
gammam,1.037E+00,7.224E+00,9.425E+02,6.897E-01,1.155E+01,7.430E+02,4.972E-01,1.743E+01,5.700E+02,3.727E-01,2.630E+01,4.190E+02,2.859E-01,4.202E+01,2.833E+02
gammamRNA,1.008E+00,7.425E+00,9.597E+02,6.762E-01,1.180E+01,7.440E+02,4.895E-01,1.779E+01,5.625E+02,3.679E-01,2.691E+01,4.078E+02,2.829E-01,4.344E+01,2.707E+02
gammad,4.772E-01,1.816E+01,5.842E+02,4.740E-01,1.860E+01,5.424E+02,4.678E-01,1.952E+01,4.728E+02,4.559E-01,2.158E+01,3.703E+02,4.339E-01,2.705E+01,2.410E+02
alphaass,3.815E-01,2.540E+01,4.306E+02,4.779E-01,1.838E+01,5.490E+02,6.119E-01,1.335E+01,6.806E+02,8.125E-01,9.512E+00,8.276E+02,1.162E+00,6.369E+00,9.919E+02
alphadiss,1.027E+00,7.292E+00,9.393E+02,6.884E-01,1.156E+01,7.427E+02,4.985E-01,1.737E+01,5.715E+02,3.748E-01,2.609E+01,4.215E+02,2.883E-01,4.147E+01,2.864E+02
phi0,2.849E-01,4.280E+01,2.743E+02,3.711E-01,2.655E+01,4.124E+02,4.949E-01,1.753E+01,5.686E+02,6.861E-01,1.159E+01,7.522E+02,1.031E+00,7.246E+00,9.706E+02
fm,4.742E-01,1.857E+01,5.450E+02,4.743E-01,1.857E+01,5.450E+02,4.745E-01,1.856E+01,5.450E+02,4.760E-01,1.849E+01,5.453E+02,4.864E-01,1.802E+01,5.475E+02
fd,4.479E-01,3.112E+01,3.488E+02,4.783E-01,1.746E+01,5.736E+02,5.219E-01,1.050E+01,8.600E+02,5.901E-01,6.353E+00,1.233E+03,7.177E-01,3.663E+00,1.721E+03
Km,4.752E-01,1.830E+01,5.520E+02,4.751E-01,1.832E+01,5.513E+02,4.747E-01,1.844E+01,5.483E+02,4.727E-01,1.902E+01,5.338E+02,4.637E-01,2.224E+01,4.653E+02
Kd,4.185E-01,5.809E+01,4.007E+02,4.450E-01,2.991E+01,4.921E+02,4.842E-01,1.632E+01,5.576E+02,5.476E-01,8.906E+00,6.075E+02,6.705E-01,4.596E+00,6.465E+02
kbm,4.742E-01,1.857E+01,5.450E+02,4.742E-01,1.857E+01,5.450E+02,4.742E-01,1.857E+01,5.450E+02,4.742E-01,1.857E+01,5.450E+02,4.742E-01,1.857E+01,5.450E+02
kbd,4.742E-01,1.857E+01,5.450E+02,4.742E-01,1.857E+01,5.450E+02,4.742E-01,1.857E+01,5.450E+02,4.742E-01,1.857E+01,5.450E+02,4.742E-01,1.857E+01,5.450E+02
