,L1_per,I1_min,H1_max,L2_per,I2_min,H2_max,L3_per,I3_min,H3_max,L4_per,I4_min,H4_max,L5_per,I5_min,H5_max
beta,2.032E-01,3.198E+01,2.302E+02,2.652E-01,1.968E+01,3.471E+02,3.547E-01,1.284E+01,4.808E+02,4.952E-01,8.368E+00,6.392E+02,7.559E-01,5.110E+00,8.287E+02
gammam,8.650E-01,4.406E+00,8.703E+02,6.352E-01,6.233E+00,7.484E+02,4.968E-01,8.339E+00,6.386E+02,4.013E-01,1.090E+01,5.395E+02,3.307E-01,1.414E+01,4.499E+02
gammamRNA,7.265E-01,5.343E+00,8.123E+02,4.836E-01,8.613E+00,6.280E+02,3.493E-01,1.312E+01,4.735E+02,2.625E-01,1.999E+01,3.426E+02,2.021E-01,3.236E+01,2.278E+02
gammad,4.164E-01,1.029E+01,5.927E+02,4.163E-01,1.029E+01,5.909E+02,4.162E-01,1.031E+01,5.864E+02,4.160E-01,1.035E+01,5.759E+02,4.153E-01,1.044E+01,5.520E+02
alphaass,2.165E-01,3.091E+01,2.317E+02,2.787E-01,1.887E+01,3.540E+02,3.671E-01,1.236E+01,4.921E+02,5.020E-01,8.157E+00,6.527E+02,7.419E-01,5.119E+00,8.409E+02
alphadiss,7.483E-01,5.070E+00,8.447E+02,5.049E-01,8.100E+00,6.556E+02,3.686E-01,1.229E+01,4.943E+02,2.796E-01,1.877E+01,3.556E+02,2.171E-01,3.073E+01,2.329E+02
phi0,2.021E-01,3.238E+01,2.277E+02,2.571E-01,2.068E+01,3.334E+02,3.337E-01,1.398E+01,4.521E+02,4.466E-01,9.508E+00,5.902E+02,6.327E-01,6.256E+00,7.524E+02
fm,3.449E-01,1.288E+01,5.417E+02,3.452E-01,1.287E+01,5.418E+02,3.464E-01,1.281E+01,5.421E+02,3.539E-01,1.251E+01,5.438E+02,4.020E-01,1.082E+01,5.533E+02
fd,3.716E-01,2.453E+01,2.668E+02,3.970E-01,1.383E+01,4.400E+02,4.330E-01,8.398E+00,6.595E+02,4.885E-01,5.157E+00,9.441E+02,5.895E-01,3.039E+00,1.315E+03
Km,3.562E-01,1.060E+01,6.375E+02,3.585E-01,1.059E+01,6.338E+02,3.665E-01,1.057E+01,6.213E+02,3.959E-01,1.048E+01,5.799E+02,5.290E-01,1.012E+01,4.496E+02
Kd,3.436E-01,4.758E+01,3.612E+02,3.658E-01,2.412E+01,4.591E+02,3.985E-01,1.310E+01,5.321E+02,4.510E-01,7.170E+00,5.896E+02,5.519E-01,3.728E+00,6.358E+02
kbm,4.154E-01,1.042E+01,5.556E+02,4.154E-01,1.042E+01,5.556E+02,4.154E-01,1.042E+01,5.556E+02,4.154E-01,1.042E+01,5.556E+02,4.154E-01,1.042E+01,5.556E+02
kbd,4.154E-01,1.042E+01,5.556E+02,4.154E-01,1.042E+01,5.556E+02,4.154E-01,1.042E+01,5.556E+02,4.154E-01,1.042E+01,5.556E+02,4.154E-01,1.042E+01,5.556E+02
